correctTag,targetWord,orderingId,sessionId,draggedTag,serie
Pontuação,.,0,Jh1538yCDy,Pontuação,6-ensino-fundamental
Artigo,O,1,Jh1538yCDy,Substantivo,6-ensino-fundamental
Substantivo,banco,2,Jh1538yCDy,Artigo,6-ensino-fundamental
Substantivo,banco,3,Jh1538yCDy,Substantivo,6-ensino-fundamental
Artigo,O,4,Jh1538yCDy,Artigo,6-ensino-fundamental
Verbo de Ligação,estava,5,Jh1538yCDy,Verbo de Ligação,6-ensino-fundamental
Adjetivo,fechado,6,Jh1538yCDy,Adjetivo,6-ensino-fundamental
Preposição+Artigo,no,7,Jh1538yCDy,Preposição+Artigo,6-ensino-fundamental
Substantivo,domingo,8,Jh1538yCDy,Substantivo,6-ensino-fundamental
Artigo,A,0,sG5waJDrZM,Verbo,9-ensino-fundamental
Artigo,A,1,sG5waJDrZM,Preposição,9-ensino-fundamental
Artigo,A,2,sG5waJDrZM,Artigo,9-ensino-fundamental
Substantivo,mãe,3,sG5waJDrZM,Substantivo,9-ensino-fundamental
Verbo,viu,4,sG5waJDrZM,Verbo,9-ensino-fundamental
Artigo,o,5,sG5waJDrZM,Artigo,9-ensino-fundamental
Substantivo,filho,6,sG5waJDrZM,Substantivo,9-ensino-fundamental
Preposição,com,7,sG5waJDrZM,Artigo,9-ensino-fundamental
Preposição,com,8,sG5waJDrZM,Preposição,9-ensino-fundamental
Artigo,o,9,sG5waJDrZM,Artigo,9-ensino-fundamental
Substantivo,binóculo,10,sG5waJDrZM,Substantivo,9-ensino-fundamental
Pontuação,.,11,sG5waJDrZM,Pontuação,9-ensino-fundamental
Artigo,O,0,I5bcwYHFgP,Verbo,9-ensino-fundamental
Verbo,desenhou,1,I5bcwYHFgP,Verbo,9-ensino-fundamental
Pontuação,.,2,I5bcwYHFgP,Pontuação,9-ensino-fundamental
Advérbio,sinceramente,0,AhumsI88kP,Pontuação,9-ensino-fundamental
Substantivo,retrato,3,I5bcwYHFgP,Artigo,9-ensino-fundamental
Pontuação,.,1,AhumsI88kP,Pontuação,9-ensino-fundamental
Substantivo,retrato,4,I5bcwYHFgP,Substantivo,9-ensino-fundamental
Artigo,o,5,I5bcwYHFgP,Substantivo,9-ensino-fundamental
Substantivo,carvão,6,I5bcwYHFgP,Substantivo,9-ensino-fundamental
Substantivo,artista,7,I5bcwYHFgP,Substantivo,9-ensino-fundamental
Verbo,feito,2,AhumsI88kP,Verbo,9-ensino-fundamental
Preposição,com,8,I5bcwYHFgP,Preposição,9-ensino-fundamental
Artigo,O,9,I5bcwYHFgP,Artigo,9-ensino-fundamental
Artigo,o,10,I5bcwYHFgP,Artigo,9-ensino-fundamental
Pontuação,",",3,AhumsI88kP,Pontuação,9-ensino-fundamental
Verbo,acredito,4,AhumsI88kP,Verbo,9-ensino-fundamental
Conjunção Subordinativa,que,5,AhumsI88kP,Verbo Auxiliar,9-ensino-fundamental
Verbo,tirou,0,B8LLoPpdgq,Verbo,9-ensino-fundamental
Pronome,você,6,AhumsI88kP,Pronome,9-ensino-fundamental
Pronome,isso,7,AhumsI88kP,Verbo Auxiliar,9-ensino-fundamental
Pontuação,.,1,B8LLoPpdgq,Pontuação,9-ensino-fundamental
Substantivo,nota,2,B8LLoPpdgq,Substantivo,9-ensino-fundamental
Substantivo,nota,3,B8LLoPpdgq,Substantivo,9-ensino-fundamental
Verbo Auxiliar,tenha,8,AhumsI88kP,Conjunção Subordinativa,9-ensino-fundamental
Substantivo,aluno,4,B8LLoPpdgq,Substantivo,9-ensino-fundamental
Artigo,uma,5,B8LLoPpdgq,Adjetivo,9-ensino-fundamental
Verbo Auxiliar,tenha,9,AhumsI88kP,Advérbio,9-ensino-fundamental
Advérbio,Não,10,AhumsI88kP,Pronome,9-ensino-fundamental
Artigo,uma,6,B8LLoPpdgq,Artigo,9-ensino-fundamental
Conjunção Subordinativa,que,11,AhumsI88kP,Pronome,9-ensino-fundamental
Adjetivo,ruim,7,B8LLoPpdgq,Artigo,9-ensino-fundamental
Pronome,isso,12,AhumsI88kP,Verbo Auxiliar,9-ensino-fundamental
Pronome,isso,13,AhumsI88kP,Conjunção Subordinativa,9-ensino-fundamental
Adjetivo,ruim,8,B8LLoPpdgq,Artigo,9-ensino-fundamental
Advérbio,sinceramente,14,AhumsI88kP,Pronome,9-ensino-fundamental
Numeral,10,9,B8LLoPpdgq,Numeral,9-ensino-fundamental
Advérbio,sinceramente,15,AhumsI88kP,Verbo,9-ensino-fundamental
Advérbio,sinceramente,16,AhumsI88kP,Conjunção Subordinativa,9-ensino-fundamental
Artigo,O,10,B8LLoPpdgq,Adjetivo,9-ensino-fundamental
Advérbio,sinceramente,17,AhumsI88kP,Advérbio,9-ensino-fundamental
Adjetivo,ruim,11,B8LLoPpdgq,Adjetivo,9-ensino-fundamental
Verbo Auxiliar,tenha,18,AhumsI88kP,Advérbio,9-ensino-fundamental
Artigo,O,12,B8LLoPpdgq,Artigo,9-ensino-fundamental
Advérbio,Não,19,AhumsI88kP,Advérbio,9-ensino-fundamental
Conjunção Subordinativa,que,20,AhumsI88kP,Verbo Auxiliar,9-ensino-fundamental
Pronome,isso,21,AhumsI88kP,Verbo Auxiliar,9-ensino-fundamental
Verbo Auxiliar,tenha,22,AhumsI88kP,Verbo Auxiliar,9-ensino-fundamental
Conjunção Subordinativa,que,23,AhumsI88kP,Conjunção Subordinativa,9-ensino-fundamental
Pronome,isso,24,AhumsI88kP,Pronome,9-ensino-fundamental
Verbo,Estudar,0,eyvHbTSjJW,Verbo,9-ensino-fundamental
Verbo,ajuda,1,eyvHbTSjJW,Artigo,9-ensino-fundamental
Pontuação,.,2,eyvHbTSjJW,Pontuação,9-ensino-fundamental
Verbo,alcançar,3,eyvHbTSjJW,Verbo,9-ensino-fundamental
Verbo,tocava,0,6M31GJ6gsy,Verbo,9-ensino-fundamental
Verbo,ajuda,4,eyvHbTSjJW,Substantivo,9-ensino-fundamental
Substantivo,sonhos,5,eyvHbTSjJW,Substantivo,9-ensino-fundamental
Pontuação,.,1,6M31GJ6gsy,Verbo,9-ensino-fundamental
Artigo,os,6,eyvHbTSjJW,Conjunção Subordinativa,9-ensino-fundamental
Verbo,estudava,2,6M31GJ6gsy,Verbo,9-ensino-fundamental
Artigo,os,7,eyvHbTSjJW,Verbo,9-ensino-fundamental
Verbo,ajuda,8,eyvHbTSjJW,Verbo,9-ensino-fundamental
Conjunção Subordinativa,a,9,eyvHbTSjJW,Conjunção Subordinativa,9-ensino-fundamental
Artigo,os,10,eyvHbTSjJW,Artigo,9-ensino-fundamental
Pronome,ela,3,6M31GJ6gsy,Pronome,9-ensino-fundamental
Pontuação,.,4,6M31GJ6gsy,Pontuação,9-ensino-fundamental
Substantivo,música,5,6M31GJ6gsy,Substantivo,9-ensino-fundamental
Advérbio,enquanto,6,6M31GJ6gsy,Advérbio,9-ensino-fundamental
Artigo,A,7,6M31GJ6gsy,Artigo,9-ensino-fundamental
Artigo,O,0,h1Sp_wxbZp,Artigo,4-ensino-fundamental
Substantivo,diretor,1,h1Sp_wxbZp,Substantivo,4-ensino-fundamental
Verbo,aprovou,2,h1Sp_wxbZp,Verbo,4-ensino-fundamental
Artigo,a,3,h1Sp_wxbZp,Artigo,4-ensino-fundamental
Substantivo,ideia,4,h1Sp_wxbZp,Substantivo,4-ensino-fundamental
Preposição+Pronome,dela,5,h1Sp_wxbZp,Preposição+Pronome,4-ensino-fundamental
Nome Próprio,João,0,I4QVJ-rwAj,Substantivo,4-ensino-fundamental
Nome Próprio,João,1,I4QVJ-rwAj,Substantivo,4-ensino-fundamental
Nome Próprio,João,2,I4QVJ-rwAj,Nome Próprio,4-ensino-fundamental
Substantivo,provas,3,I4QVJ-rwAj,Substantivo,4-ensino-fundamental
Advérbio,sempre,4,I4QVJ-rwAj,Advérbio,4-ensino-fundamental
Verbo,estuda,5,I4QVJ-rwAj,Verbo,4-ensino-fundamental
Verbo,comemoraram,0,A1kCJOQiBx,Verbo,8-ensino-fundamental
Advérbio,antes,6,I4QVJ-rwAj,Pontuação,4-ensino-fundamental
Advérbio,antes,7,I4QVJ-rwAj,Advérbio,4-ensino-fundamental
Preposição+Artigo,das,8,I4QVJ-rwAj,Preposição+Artigo,4-ensino-fundamental
Pontuação,.,9,I4QVJ-rwAj,Pontuação,4-ensino-fundamental
Verbo,marcou,1,A1kCJOQiBx,Verbo,8-ensino-fundamental
Conjunção Subordinativa,Quando,2,A1kCJOQiBx,Conjunção Subordinativa,8-ensino-fundamental
Artigo,o,3,A1kCJOQiBx,Artigo,8-ensino-fundamental
Substantivo,relógio,4,A1kCJOQiBx,Substantivo,8-ensino-fundamental
Substantivo,meia-noite,5,A1kCJOQiBx,Substantivo,8-ensino-fundamental
Pronome,todos,6,A1kCJOQiBx,Pronome,8-ensino-fundamental
Pontuação,",",7,A1kCJOQiBx,Pontuação,8-ensino-fundamental
Pontuação,.,8,A1kCJOQiBx,Pontuação,8-ensino-fundamental
Artigo,A,0,ZwTDyZZXp6,Artigo,8-ensino-fundamental
Pontuação,.,1,ZwTDyZZXp6,Pontuação,8-ensino-fundamental
Verbo,caiu,2,ZwTDyZZXp6,Verbo,8-ensino-fundamental
Preposição+Artigo,da,3,ZwTDyZZXp6,Preposição+Artigo,8-ensino-fundamental
Substantivo,árvore,4,ZwTDyZZXp6,Substantivo,8-ensino-fundamental
Substantivo,folha,5,ZwTDyZZXp6,Substantivo,8-ensino-fundamental
Verbo,teremos,0,PND1NGc8JK,Verbo,8-ensino-fundamental
Substantivo,matemática,1,PND1NGc8JK,Conjunção Subordinativa,8-ensino-fundamental
Substantivo,matemática,2,PND1NGc8JK,Pontuação,8-ensino-fundamental
Substantivo,matemática,3,PND1NGc8JK,Advérbio,8-ensino-fundamental
Substantivo,matemática,4,PND1NGc8JK,Verbo,8-ensino-fundamental
Substantivo,matemática,5,PND1NGc8JK,Substantivo,8-ensino-fundamental
Advérbio,amanhã,6,PND1NGc8JK,Substantivo,8-ensino-fundamental
Advérbio,amanhã,7,PND1NGc8JK,Preposição,8-ensino-fundamental
Advérbio,amanhã,8,PND1NGc8JK,Conjunção Subordinativa,8-ensino-fundamental
Advérbio,amanhã,9,PND1NGc8JK,Verbo,8-ensino-fundamental
Advérbio,amanhã,10,PND1NGc8JK,Advérbio,8-ensino-fundamental
Verbo,Será,11,PND1NGc8JK,Preposição,8-ensino-fundamental
Verbo,Será,12,PND1NGc8JK,Conjunção Subordinativa,8-ensino-fundamental
Verbo,Será,13,PND1NGc8JK,Verbo,8-ensino-fundamental
Conjunção Subordinativa,que,14,PND1NGc8JK,Preposição,8-ensino-fundamental
Conjunção Subordinativa,que,15,PND1NGc8JK,Substantivo,8-ensino-fundamental
Conjunção Subordinativa,que,16,PND1NGc8JK,Conjunção Subordinativa,8-ensino-fundamental
Substantivo,aula,17,PND1NGc8JK,Preposição,8-ensino-fundamental
Substantivo,aula,18,PND1NGc8JK,Pontuação,8-ensino-fundamental
Substantivo,aula,19,PND1NGc8JK,Substantivo,8-ensino-fundamental
Preposição,de,20,PND1NGc8JK,Preposição,8-ensino-fundamental
Pontuação,?,21,PND1NGc8JK,Pontuação,8-ensino-fundamental
Pontuação,.,0,NG4GPFTMh6,Pontuação,9-ensino-fundamental
Nome Próprio,Pedro,1,NG4GPFTMh6,Nome Próprio,9-ensino-fundamental
Verbo,viu,2,NG4GPFTMh6,Verbo,9-ensino-fundamental
Verbo,entregou,0,cDGuYJbb9Z,Verbo,8-ensino-fundamental
Artigo,a,1,cDGuYJbb9Z,Preposição+Artigo,8-ensino-fundamental
Preposição+Artigo,ao,2,cDGuYJbb9Z,Preposição+Artigo,8-ensino-fundamental
Substantivo,aluno,3,cDGuYJbb9Z,Artigo,8-ensino-fundamental
Substantivo,prova,4,cDGuYJbb9Z,Artigo,8-ensino-fundamental
Artigo,O,5,cDGuYJbb9Z,Artigo,8-ensino-fundamental
Artigo,a,6,cDGuYJbb9Z,Artigo,8-ensino-fundamental
Substantivo,professor,7,cDGuYJbb9Z,Pontuação,8-ensino-fundamental
Substantivo,professor,8,cDGuYJbb9Z,Substantivo,8-ensino-fundamental
Substantivo,prova,9,cDGuYJbb9Z,Substantivo,8-ensino-fundamental
Substantivo,aluno,10,cDGuYJbb9Z,Substantivo,8-ensino-fundamental
Pontuação,.,11,cDGuYJbb9Z,Pontuação,8-ensino-fundamental
Preposição+Artigo,do,0,eiVe8CFyNk,Preposição+Artigo,8-ensino-fundamental
Pronome,demais,1,eiVe8CFyNk,Verbo,8-ensino-fundamental
Substantivo,ponto,2,eiVe8CFyNk,Pontuação,8-ensino-fundamental
Pontuação,.,3,eiVe8CFyNk,Pontuação,8-ensino-fundamental
Substantivo,ponto,4,eiVe8CFyNk,Pronome,8-ensino-fundamental
Pronome,demais,5,eiVe8CFyNk,Pronome,8-ensino-fundamental
Substantivo,vista,6,eiVe8CFyNk,Verbo,8-ensino-fundamental
Substantivo,vista,7,eiVe8CFyNk,Artigo,8-ensino-fundamental
Substantivo,vista,8,eiVe8CFyNk,Advérbio,8-ensino-fundamental
Substantivo,vista,9,eiVe8CFyNk,Conjunção Subordinativa,8-ensino-fundamental
Substantivo,vista,10,eiVe8CFyNk,Advérbio,8-ensino-fundamental
Substantivo,vista,11,eiVe8CFyNk,Substantivo,8-ensino-fundamental
Preposição,com,3,NG4GPFTMh6,Preposição,9-ensino-fundamental
Verbo,conseguia,12,eiVe8CFyNk,Verbo,8-ensino-fundamental
Verbo,convencer,13,eiVe8CFyNk,Verbo,8-ensino-fundamental
Verbo,insistisse,14,eiVe8CFyNk,Verbo,8-ensino-fundamental
Artigo,a,4,NG4GPFTMh6,Artigo,9-ensino-fundamental
Artigo,os,15,eiVe8CFyNk,Conjunção Subordinativa,8-ensino-fundamental
Artigo,a,5,NG4GPFTMh6,Artigo,9-ensino-fundamental
Artigo,seu,16,eiVe8CFyNk,Preposição,8-ensino-fundamental
Artigo,seu,17,eiVe8CFyNk,Pontuação,8-ensino-fundamental
Artigo,seu,18,eiVe8CFyNk,Pronome,8-ensino-fundamental
Artigo,seu,19,eiVe8CFyNk,Preposição,8-ensino-fundamental
Artigo,seu,20,eiVe8CFyNk,Advérbio,8-ensino-fundamental
Artigo,seu,21,eiVe8CFyNk,Artigo,8-ensino-fundamental
Artigo,os,22,eiVe8CFyNk,Artigo,8-ensino-fundamental
Preposição,de,23,eiVe8CFyNk,Advérbio,8-ensino-fundamental
Preposição,de,24,eiVe8CFyNk,Pontuação,8-ensino-fundamental
Preposição,de,25,eiVe8CFyNk,Preposição,8-ensino-fundamental
Substantivo,ponto,26,eiVe8CFyNk,Substantivo,8-ensino-fundamental
Pontuação,",",27,eiVe8CFyNk,Pontuação,8-ensino-fundamental
Pronome,ele,28,eiVe8CFyNk,Pronome,8-ensino-fundamental
Advérbio,não,29,eiVe8CFyNk,Advérbio,8-ensino-fundamental
Conjunção Subordinativa,que,30,eiVe8CFyNk,Advérbio,8-ensino-fundamental
Advérbio,mais,31,eiVe8CFyNk,Advérbio,8-ensino-fundamental
Conjunção Subordinativa,que,32,eiVe8CFyNk,Preposição,8-ensino-fundamental
Conjunção Subordinativa,que,33,eiVe8CFyNk,Conjunção Subordinativa,8-ensino-fundamental
Preposição,Por,34,eiVe8CFyNk,Preposição,8-ensino-fundamental
Pronome,Eles,0,3XDwRV1ZDz,Pronome,6-ensino-fundamental
Verbo,correram,1,3XDwRV1ZDz,Verbo,6-ensino-fundamental
Adjetivo,vermelha,6,NG4GPFTMh6,Adjetivo,9-ensino-fundamental
Verbo de Ligação,estavam,2,3XDwRV1ZDz,Verbo de Ligação,6-ensino-fundamental
Adjetivo,atrasados,3,3XDwRV1ZDz,Conjunção Subordinativa,6-ensino-fundamental
Adjetivo,atrasados,4,3XDwRV1ZDz,Pontuação,6-ensino-fundamental
Conjunção Subordinativa,porque,5,3XDwRV1ZDz,Conjunção Subordinativa,6-ensino-fundamental
Adjetivo,atrasados,6,3XDwRV1ZDz,Pontuação,6-ensino-fundamental
Adjetivo,atrasados,7,3XDwRV1ZDz,Adjetivo,6-ensino-fundamental
Pontuação,.,8,3XDwRV1ZDz,Pontuação,6-ensino-fundamental
Substantivo,mulher,7,NG4GPFTMh6,Substantivo,9-ensino-fundamental
Substantivo,bolsa,8,NG4GPFTMh6,Substantivo,9-ensino-fundamental
Verbo Auxiliar,tenha,0,Cfb-p8b_hO,Verbo Auxiliar,9-ensino-fundamental
Pontuação,.,1,Cfb-p8b_hO,Pontuação,9-ensino-fundamental
Artigo,sua,2,Cfb-p8b_hO,Conjunção Subordinativa,9-ensino-fundamental
Artigo,o,3,Cfb-p8b_hO,Substantivo,9-ensino-fundamental
Artigo,o,4,Cfb-p8b_hO,Substantivo,9-ensino-fundamental
Pontuação,",",5,Cfb-p8b_hO,Pontuação,9-ensino-fundamental
Verbo,questionaram,6,Cfb-p8b_hO,Verbo,9-ensino-fundamental
Substantivo,projeto,7,Cfb-p8b_hO,Substantivo,9-ensino-fundamental
Substantivo,viabilidade,8,Cfb-p8b_hO,Substantivo,9-ensino-fundamental
Adjetivo,econômica,9,Cfb-p8b_hO,Pronome,9-ensino-fundamental
Artigo,A,0,0fFhqEGCle,Artigo,8-ensino-fundamental
Artigo,o,10,Cfb-p8b_hO,Verbo Auxiliar,9-ensino-fundamental
Artigo,o,11,Cfb-p8b_hO,Adjetivo,9-ensino-fundamental
Verbo Auxiliar,sido,12,Cfb-p8b_hO,Adjetivo,9-ensino-fundamental
Substantivo,música,1,0fFhqEGCle,Advérbio,8-ensino-fundamental
Substantivo,música,2,0fFhqEGCle,Substantivo,8-ensino-fundamental
Verbo,tocava,3,0fFhqEGCle,Verbo,8-ensino-fundamental
Pronome,muitos,13,Cfb-p8b_hO,Adjetivo,9-ensino-fundamental
Advérbio,enquanto,4,0fFhqEGCle,Advérbio,8-ensino-fundamental
Pronome,ela,5,0fFhqEGCle,Pronome,8-ensino-fundamental
Verbo,estudava,6,0fFhqEGCle,Verbo,8-ensino-fundamental
Pontuação,.,7,0fFhqEGCle,Pontuação,8-ensino-fundamental
Artigo,o,14,Cfb-p8b_hO,Artigo,9-ensino-fundamental
Artigo,sua,15,Cfb-p8b_hO,Artigo,9-ensino-fundamental
Adjetivo,econômica,16,Cfb-p8b_hO,Conjunção Subordinativa,9-ensino-fundamental
Adjetivo,econômica,17,Cfb-p8b_hO,Pronome,9-ensino-fundamental
Adjetivo,econômica,18,Cfb-p8b_hO,Adjetivo,9-ensino-fundamental
Pronome,muitos,19,Cfb-p8b_hO,Verbo,9-ensino-fundamental
Conjunção Subordinativa,Embora,20,Cfb-p8b_hO,Verbo,9-ensino-fundamental
Verbo,aprovado,21,Cfb-p8b_hO,Verbo,9-ensino-fundamental
Verbo Auxiliar,sido,22,Cfb-p8b_hO,Verbo Auxiliar,9-ensino-fundamental
Conjunção Subordinativa,Embora,23,Cfb-p8b_hO,Pronome,9-ensino-fundamental
Conjunção Subordinativa,Embora,24,Cfb-p8b_hO,Conjunção Subordinativa,9-ensino-fundamental
Pronome,muitos,25,Cfb-p8b_hO,Pronome,9-ensino-fundamental
Nome Próprio,Maria,0,oVMhm-SFPW,Nome Próprio,8-ensino-fundamental
Verbo,foi,1,oVMhm-SFPW,Verbo,8-ensino-fundamental
Preposição+Artigo,à,2,oVMhm-SFPW,Preposição+Artigo,8-ensino-fundamental
Substantivo,escola,3,oVMhm-SFPW,Substantivo,8-ensino-fundamental
Preposição,com,4,oVMhm-SFPW,Preposição,8-ensino-fundamental
Nome Próprio,João,5,oVMhm-SFPW,Nome Próprio,8-ensino-fundamental
Pontuação,.,6,oVMhm-SFPW,Pontuação,8-ensino-fundamental
Conjunção Subordinativa,Embora,0,cTzGqLtN0v,Verbo,9-ensino-fundamental
Verbo de Ligação,estivesse,1,cTzGqLtN0v,Verbo,9-ensino-fundamental
Adjetivo,cansada,2,cTzGqLtN0v,Verbo,9-ensino-fundamental
Pontuação,",",3,cTzGqLtN0v,Verbo,9-ensino-fundamental
Nome Próprio,Ana,4,cTzGqLtN0v,Verbo,9-ensino-fundamental
Verbo,continuou,5,cTzGqLtN0v,Verbo,9-ensino-fundamental
Conjunção Subordinativa,Embora,6,cTzGqLtN0v,Advérbio,9-ensino-fundamental
Conjunção Subordinativa,Embora,7,cTzGqLtN0v,Verbo,9-ensino-fundamental
Conjunção Subordinativa,Embora,8,cTzGqLtN0v,Adjetivo,9-ensino-fundamental
Conjunção Subordinativa,Embora,9,cTzGqLtN0v,Conjunção Subordinativa,9-ensino-fundamental
Verbo de Ligação,estivesse,10,cTzGqLtN0v,Advérbio,9-ensino-fundamental
Verbo de Ligação,estivesse,11,cTzGqLtN0v,Verbo,9-ensino-fundamental
Verbo de Ligação,estivesse,12,cTzGqLtN0v,Adjetivo,9-ensino-fundamental
Verbo de Ligação,estivesse,13,cTzGqLtN0v,Pontuação,9-ensino-fundamental
Verbo de Ligação,estivesse,14,cTzGqLtN0v,Preposição,9-ensino-fundamental
Verbo de Ligação,estivesse,15,cTzGqLtN0v,Verbo de Ligação,9-ensino-fundamental
Adjetivo,cansada,16,cTzGqLtN0v,Pontuação,9-ensino-fundamental
Pontuação,",",17,cTzGqLtN0v,Pontuação,9-ensino-fundamental
Nome Próprio,Ana,18,cTzGqLtN0v,Nome Próprio,9-ensino-fundamental
Adjetivo,cansada,19,cTzGqLtN0v,Advérbio,9-ensino-fundamental
Adjetivo,cansada,20,cTzGqLtN0v,Verbo,9-ensino-fundamental
Adjetivo,cansada,21,cTzGqLtN0v,Adjetivo,9-ensino-fundamental
Verbo,trabalhando,22,cTzGqLtN0v,Advérbio,9-ensino-fundamental
Verbo,trabalhando,23,cTzGqLtN0v,Advérbio,9-ensino-fundamental
Verbo,trabalhando,24,cTzGqLtN0v,Verbo,9-ensino-fundamental
Preposição,até,25,cTzGqLtN0v,Pontuação,9-ensino-fundamental
Preposição,até,26,cTzGqLtN0v,Advérbio,9-ensino-fundamental
Preposição,até,27,cTzGqLtN0v,Preposição,9-ensino-fundamental
Advérbio,tarde,28,cTzGqLtN0v,Pontuação,9-ensino-fundamental
Advérbio,tarde,29,cTzGqLtN0v,Advérbio,9-ensino-fundamental
Pontuação,.,30,cTzGqLtN0v,Pontuação,9-ensino-fundamental
Substantivo,prova,0,tzdWbiOgtw,Verbo,8-ensino-fundamental
Substantivo,prova,1,tzdWbiOgtw,Verbo,8-ensino-fundamental
Artigo,a,2,tzdWbiOgtw,Verbo,8-ensino-fundamental
Pontuação,.,3,tzdWbiOgtw,Verbo,8-ensino-fundamental
Advérbio,melhor,4,tzdWbiOgtw,Preposição,8-ensino-fundamental
Advérbio,melhor,5,tzdWbiOgtw,Conjunção Subordinativa,8-ensino-fundamental
Pontuação,",",6,tzdWbiOgtw,Verbo,8-ensino-fundamental
Pontuação,",",7,tzdWbiOgtw,Pontuação,8-ensino-fundamental
Pontuação,.,8,tzdWbiOgtw,Pontuação,8-ensino-fundamental
Verbo,preparado,9,tzdWbiOgtw,Advérbio,8-ensino-fundamental
Substantivo,prova,10,tzdWbiOgtw,Substantivo,8-ensino-fundamental
Preposição,para,11,tzdWbiOgtw,Pronome,8-ensino-fundamental
Verbo Auxiliar,teria,12,tzdWbiOgtw,Advérbio,8-ensino-fundamental
Preposição,para,13,tzdWbiOgtw,Verbo Auxiliar,8-ensino-fundamental
Verbo,soubesse,14,tzdWbiOgtw,Conjunção Subordinativa,8-ensino-fundamental
Pronome,me,15,tzdWbiOgtw,Artigo,8-ensino-fundamental
Verbo,preparado,16,tzdWbiOgtw,Advérbio,8-ensino-fundamental
Verbo,preparado,17,tzdWbiOgtw,Conjunção Subordinativa,8-ensino-fundamental
Verbo,preparado,18,tzdWbiOgtw,Verbo Auxiliar,8-ensino-fundamental
Verbo,preparado,19,tzdWbiOgtw,Preposição,8-ensino-fundamental
Verbo,preparado,20,tzdWbiOgtw,Verbo,8-ensino-fundamental
Advérbio,antes,21,tzdWbiOgtw,Artigo,8-ensino-fundamental
Advérbio,antes,22,tzdWbiOgtw,Conjunção Subordinativa,8-ensino-fundamental
Advérbio,antes,23,tzdWbiOgtw,Pronome,8-ensino-fundamental
Conjunção Subordinativa,Se,24,tzdWbiOgtw,Pronome,8-ensino-fundamental
Pronome,eu,25,tzdWbiOgtw,Verbo,8-ensino-fundamental
Advérbio,antes,26,tzdWbiOgtw,Verbo,8-ensino-fundamental
Advérbio,melhor,27,tzdWbiOgtw,Verbo,8-ensino-fundamental
Artigo,a,28,tzdWbiOgtw,Verbo,8-ensino-fundamental
Artigo,a,29,tzdWbiOgtw,Preposição,8-ensino-fundamental
Preposição,para,30,tzdWbiOgtw,Advérbio,8-ensino-fundamental
Verbo Auxiliar,teria,31,tzdWbiOgtw,Advérbio,8-ensino-fundamental
Verbo Auxiliar,teria,32,tzdWbiOgtw,Conjunção Subordinativa,8-ensino-fundamental
Verbo,soubesse,33,tzdWbiOgtw,Verbo Auxiliar,8-ensino-fundamental
Artigo,a,34,tzdWbiOgtw,Artigo,8-ensino-fundamental
Preposição,para,35,tzdWbiOgtw,Advérbio,8-ensino-fundamental
Preposição,para,36,tzdWbiOgtw,Verbo,8-ensino-fundamental
Preposição,para,37,tzdWbiOgtw,Pronome,8-ensino-fundamental
Preposição,para,38,tzdWbiOgtw,Pronome,8-ensino-fundamental
Preposição,para,39,tzdWbiOgtw,Advérbio,8-ensino-fundamental
Preposição,para,40,tzdWbiOgtw,Conjunção Subordinativa,8-ensino-fundamental
Preposição,para,41,tzdWbiOgtw,Verbo Auxiliar,8-ensino-fundamental
Preposição,para,42,tzdWbiOgtw,Preposição,8-ensino-fundamental
Pronome,me,43,tzdWbiOgtw,Verbo,8-ensino-fundamental
Pronome,me,44,tzdWbiOgtw,Pronome,8-ensino-fundamental
Advérbio,antes,45,tzdWbiOgtw,Pronome,8-ensino-fundamental
Advérbio,antes,46,tzdWbiOgtw,Verbo,8-ensino-fundamental
Advérbio,antes,47,tzdWbiOgtw,Advérbio,8-ensino-fundamental
Advérbio,melhor,48,tzdWbiOgtw,Verbo Auxiliar,8-ensino-fundamental
Advérbio,melhor,49,tzdWbiOgtw,Conjunção Subordinativa,8-ensino-fundamental
Advérbio,melhor,50,tzdWbiOgtw,Advérbio,8-ensino-fundamental
Verbo Auxiliar,teria,51,tzdWbiOgtw,Pronome,8-ensino-fundamental
Verbo Auxiliar,teria,52,tzdWbiOgtw,Pronome,8-ensino-fundamental
Verbo Auxiliar,teria,53,tzdWbiOgtw,Verbo,8-ensino-fundamental
Verbo Auxiliar,teria,54,tzdWbiOgtw,Verbo Auxiliar,8-ensino-fundamental
Conjunção Subordinativa,Se,55,tzdWbiOgtw,Verbo,8-ensino-fundamental
Conjunção Subordinativa,Se,56,tzdWbiOgtw,Pronome,8-ensino-fundamental
Conjunção Subordinativa,Se,57,tzdWbiOgtw,Conjunção Subordinativa,8-ensino-fundamental
Pronome,eu,58,tzdWbiOgtw,Verbo,8-ensino-fundamental
Pronome,eu,59,tzdWbiOgtw,Pronome,8-ensino-fundamental
Verbo,soubesse,60,tzdWbiOgtw,Verbo,8-ensino-fundamental
Pontuação,.,0,RawGrk8q6m,Pontuação,8-ensino-fundamental
Substantivo,alunos,1,RawGrk8q6m,Preposição+Artigo,8-ensino-fundamental
Artigo,Os,2,RawGrk8q6m,Substantivo,8-ensino-fundamental
Substantivo,atenção,3,RawGrk8q6m,Verbo,8-ensino-fundamental
Verbo,assistem,4,RawGrk8q6m,Verbo,8-ensino-fundamental
Substantivo,alunos,5,RawGrk8q6m,Preposição,8-ensino-fundamental
Substantivo,aula,6,RawGrk8q6m,Preposição,8-ensino-fundamental
Substantivo,atenção,7,RawGrk8q6m,Preposição,8-ensino-fundamental
