correctTag,targetWord,orderingId,sessionId,draggedTag,serie
Substantivo,publicação,17,utALjy0xwc,Substantivo,6-ensino-fundamental
Conjunção Subordinativa,quando,12,tKGhmh_FOG,Conjunção Subordinativa,6-ensino-fundamental
Advérbio,agora,5,zz_iWJzUKL,Substantivo,6-ensino-fundamental
Verbo,chovendo,14,YqJ8mq1LNr,Pontuação,9-ensino-fundamental
Preposição+Artigo,da,18,utALjy0xwc,Verbo Auxiliar,6-ensino-fundamental
Verbo,chovendo,15,YqJ8mq1LNr,Verbo,9-ensino-fundamental
Advérbio,agora,6,zz_iWJzUKL,Advérbio,6-ensino-fundamental
Preposição+Artigo,da,19,utALjy0xwc,Advérbio,6-ensino-fundamental
Preposição+Artigo,da,20,utALjy0xwc,Advérbio,6-ensino-fundamental
Pontuação,",",16,YqJ8mq1LNr,Pontuação,9-ensino-fundamental
Preposição+Artigo,da,21,utALjy0xwc,Verbo Auxiliar,6-ensino-fundamental
Preposição+Artigo,da,22,utALjy0xwc,Preposição+Artigo,6-ensino-fundamental
Verbo,viu,13,tKGhmh_FOG,Substantivo,6-ensino-fundamental
Verbo,terminar,0,f5Ot-0YqcG,Verbo,6-ensino-fundamental
Verbo Auxiliar,esteja,17,YqJ8mq1LNr,Advérbio,9-ensino-fundamental
Verbo Auxiliar,esteja,18,YqJ8mq1LNr,Verbo Auxiliar,9-ensino-fundamental
Substantivo,moça,7,zz_iWJzUKL,Substantivo,6-ensino-fundamental
Advérbio,antes,23,utALjy0xwc,Advérbio,6-ensino-fundamental
Advérbio,Mesmo,19,YqJ8mq1LNr,Conjunção Subordinativa,9-ensino-fundamental
Pontuação,",",3,n-tZNuB_dF,Pontuação,6-ensino-fundamental
Advérbio,Mesmo,20,YqJ8mq1LNr,Advérbio,9-ensino-fundamental
Pontuação,.,8,zz_iWJzUKL,Pontuação,6-ensino-fundamental
Verbo,viu,14,tKGhmh_FOG,Substantivo,6-ensino-fundamental
Advérbio,não,6,kvgzTb6gSU,Nome Próprio,6-ensino-fundamental
Conjunção Subordinativa,que,21,YqJ8mq1LNr,Conjunção Subordinativa,9-ensino-fundamental
Verbo,viu,15,tKGhmh_FOG,Artigo,6-ensino-fundamental
Substantivo,pesquisadores,24,utALjy0xwc,Verbo Auxiliar,6-ensino-fundamental
Advérbio,não,4,TMvtIANlSc,Artigo,6-ensino-fundamental
Verbo,viu,16,tKGhmh_FOG,Verbo,6-ensino-fundamental
Preposição+Artigo,do,7,kvgzTb6gSU,Advérbio,6-ensino-fundamental
Substantivo,pesquisadores,25,utALjy0xwc,Advérbio,6-ensino-fundamental
Preposição+Artigo,do,8,kvgzTb6gSU,Preposição+Artigo,6-ensino-fundamental
Substantivo,pesquisadores,26,utALjy0xwc,Substantivo,6-ensino-fundamental
Pontuação,!,1,f5Ot-0YqcG,Verbo Auxiliar,6-ensino-fundamental
Artigo,o,17,tKGhmh_FOG,Substantivo,6-ensino-fundamental
Substantivo,filme,9,kvgzTb6gSU,Advérbio,6-ensino-fundamental
Artigo,o,18,tKGhmh_FOG,Artigo,6-ensino-fundamental
Preposição+Artigo,pelos,27,utALjy0xwc,Verbo,6-ensino-fundamental
Substantivo,filme,10,kvgzTb6gSU,Nome Próprio,6-ensino-fundamental
Substantivo,ponto,5,TMvtIANlSc,Preposição,6-ensino-fundamental
Substantivo,carteiro,19,tKGhmh_FOG,Substantivo,6-ensino-fundamental
Substantivo,noite,4,n-tZNuB_dF,Substantivo,6-ensino-fundamental
Preposição+Artigo,pelos,28,utALjy0xwc,Verbo Auxiliar,6-ensino-fundamental
Substantivo,trabalho,2,f5Ot-0YqcG,Verbo,6-ensino-fundamental
Nome Próprio,Maria,11,kvgzTb6gSU,Nome Próprio,6-ensino-fundamental
Preposição+Artigo,pelos,29,utALjy0xwc,Advérbio,6-ensino-fundamental
Substantivo,cachorro,20,tKGhmh_FOG,Substantivo,6-ensino-fundamental
Preposição+Artigo,pelos,30,utALjy0xwc,Advérbio,6-ensino-fundamental
Advérbio,não,12,kvgzTb6gSU,Advérbio,6-ensino-fundamental
Advérbio,cuidadosamente,31,utALjy0xwc,Verbo,6-ensino-fundamental
Artigo,O,21,tKGhmh_FOG,Artigo,6-ensino-fundamental
Substantivo,filme,13,kvgzTb6gSU,Substantivo,6-ensino-fundamental
Advérbio,cuidadosamente,32,utALjy0xwc,Verbo Auxiliar,6-ensino-fundamental
Advérbio,Ontem,5,n-tZNuB_dF,Substantivo,6-ensino-fundamental
Advérbio,não,6,TMvtIANlSc,Preposição,6-ensino-fundamental
Advérbio,cuidadosamente,33,utALjy0xwc,Advérbio,6-ensino-fundamental
Verbo,analisados,34,utALjy0xwc,Verbo Auxiliar,6-ensino-fundamental
Verbo,analisados,35,utALjy0xwc,Verbo,6-ensino-fundamental
Verbo Auxiliar,foram,36,utALjy0xwc,Verbo Auxiliar,6-ensino-fundamental
Advérbio,não,7,TMvtIANlSc,Artigo,6-ensino-fundamental
Nome Próprio,João,0,LGfCYDHlWa,Nome Próprio,6-ensino-fundamental
Verbo,conseguido,3,f5Ot-0YqcG,Substantivo,6-ensino-fundamental
Advérbio,bastante,6,n-tZNuB_dF,Verbo,6-ensino-fundamental
Artigo,o,0,jSZdhYM4J-,Artigo,6-ensino-fundamental
Substantivo,dados,37,utALjy0xwc,Substantivo,6-ensino-fundamental
Artigo,A,0,v51Ii5BdB-,Artigo,6-ensino-fundamental
Verbo,choveu,7,n-tZNuB_dF,Substantivo,6-ensino-fundamental
Verbo,convencer,8,TMvtIANlSc,Verbo,6-ensino-fundamental
Substantivo,professora,1,v51Ii5BdB-,Preposição,6-ensino-fundamental
Pontuação,.,1,jSZdhYM4J-,Pontuação,6-ensino-fundamental
Advérbio,sempre,1,LGfCYDHlWa,Preposição+Artigo,6-ensino-fundamental
Substantivo,professora,2,v51Ii5BdB-,Substantivo,6-ensino-fundamental
Advérbio,já,8,n-tZNuB_dF,Conjunção Coordenativa,6-ensino-fundamental
Advérbio,sempre,2,LGfCYDHlWa,Pontuação,6-ensino-fundamental
Verbo,explicou,3,v51Ii5BdB-,Preposição,6-ensino-fundamental
Pontuação,!,4,f5Ot-0YqcG,Pronome,6-ensino-fundamental
Advérbio,sempre,3,LGfCYDHlWa,Substantivo,6-ensino-fundamental
Conjunção Subordinativa,quando,2,jSZdhYM4J-,Substantivo,6-ensino-fundamental
Verbo,conseguido,5,f5Ot-0YqcG,Conjunção Subordinativa,6-ensino-fundamental
Advérbio,sempre,4,LGfCYDHlWa,Advérbio,6-ensino-fundamental
Verbo,choveu,9,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Conjunção Subordinativa,quando,3,jSZdhYM4J-,Advérbio,6-ensino-fundamental
Conjunção Subordinativa,quando,4,jSZdhYM4J-,Verbo,6-ensino-fundamental
Preposição,com,4,v51Ii5BdB-,Preposição,6-ensino-fundamental
Conjunção Subordinativa,quando,5,jSZdhYM4J-,Verbo,6-ensino-fundamental
Advérbio,Não,6,f5Ot-0YqcG,Verbo,6-ensino-fundamental
Advérbio,Não,7,f5Ot-0YqcG,Adjetivo,6-ensino-fundamental
Conjunção Subordinativa,quando,6,jSZdhYM4J-,Substantivo,6-ensino-fundamental
Substantivo,calma,5,v51Ii5BdB-,Pontuação,6-ensino-fundamental
Verbo,estuda,5,LGfCYDHlWa,Preposição+Artigo,6-ensino-fundamental
Advérbio,Não,8,f5Ot-0YqcG,Pontuação,6-ensino-fundamental
Pontuação,.,6,v51Ii5BdB-,Pontuação,6-ensino-fundamental
Conjunção Subordinativa,quando,7,jSZdhYM4J-,Conjunção Subordinativa,6-ensino-fundamental
Advérbio,Não,9,f5Ot-0YqcG,Adjetivo,6-ensino-fundamental
Artigo,os,9,TMvtIANlSc,Artigo,6-ensino-fundamental
Preposição+Artigo,à,10,n-tZNuB_dF,Artigo,6-ensino-fundamental
Advérbio,Não,10,f5Ot-0YqcG,Advérbio,6-ensino-fundamental
Substantivo,calma,7,v51Ii5BdB-,Verbo,6-ensino-fundamental
Advérbio,antes,6,LGfCYDHlWa,Advérbio,6-ensino-fundamental
Verbo,acredito,11,f5Ot-0YqcG,Pontuação,6-ensino-fundamental
Substantivo,cachorro,8,jSZdhYM4J-,Verbo,6-ensino-fundamental
Verbo,acredito,12,f5Ot-0YqcG,Adjetivo,6-ensino-fundamental
Verbo,explicou,8,v51Ii5BdB-,Verbo,6-ensino-fundamental
Verbo,acredito,13,f5Ot-0YqcG,Artigo,6-ensino-fundamental
Substantivo,calma,9,v51Ii5BdB-,Substantivo,6-ensino-fundamental
Substantivo,cachorro,9,jSZdhYM4J-,Artigo,6-ensino-fundamental
Preposição+Artigo,à,11,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Verbo,acredito,14,f5Ot-0YqcG,Substantivo,6-ensino-fundamental
Verbo,acredito,15,f5Ot-0YqcG,Conjunção Subordinativa,6-ensino-fundamental
Substantivo,cachorro,10,jSZdhYM4J-,Substantivo,6-ensino-fundamental
Verbo,acredito,16,f5Ot-0YqcG,Verbo,6-ensino-fundamental
Verbo,latiu,11,jSZdhYM4J-,Advérbio,6-ensino-fundamental
Conjunção Subordinativa,que,17,f5Ot-0YqcG,Verbo,6-ensino-fundamental
Pronome,demais,10,TMvtIANlSc,Pronome,6-ensino-fundamental
Verbo,latiu,12,jSZdhYM4J-,Verbo,6-ensino-fundamental
Conjunção Subordinativa,que,18,f5Ot-0YqcG,Pontuação,6-ensino-fundamental
Conjunção Subordinativa,que,19,f5Ot-0YqcG,Adjetivo,6-ensino-fundamental
Preposição+Artigo,das,7,LGfCYDHlWa,Preposição+Artigo,6-ensino-fundamental
Advérbio,alto,13,jSZdhYM4J-,Substantivo,6-ensino-fundamental
Conjunção Subordinativa,que,20,f5Ot-0YqcG,Artigo,6-ensino-fundamental
Preposição+Artigo,do,11,TMvtIANlSc,Advérbio,6-ensino-fundamental
Advérbio,alto,14,jSZdhYM4J-,Verbo,6-ensino-fundamental
Preposição+Artigo,à,12,n-tZNuB_dF,Conjunção Subordinativa,6-ensino-fundamental
Substantivo,provas,8,LGfCYDHlWa,Verbo,6-ensino-fundamental
Pontuação,",",0,14sYsqC_JK,Pontuação,6-ensino-fundamental
Advérbio,alto,15,jSZdhYM4J-,Artigo,6-ensino-fundamental
Conjunção Subordinativa,que,21,f5Ot-0YqcG,Verbo Auxiliar,6-ensino-fundamental
Substantivo,provas,9,LGfCYDHlWa,Substantivo,6-ensino-fundamental
Conjunção Subordinativa,que,22,f5Ot-0YqcG,Pronome,6-ensino-fundamental
Advérbio,alto,16,jSZdhYM4J-,Advérbio,6-ensino-fundamental
Pontuação,.,1,14sYsqC_JK,Pontuação,6-ensino-fundamental
Conjunção Subordinativa,que,23,f5Ot-0YqcG,Advérbio,6-ensino-fundamental
Verbo,estuda,10,LGfCYDHlWa,Pontuação,6-ensino-fundamental
Pontuação,",",12,TMvtIANlSc,Advérbio,6-ensino-fundamental
Verbo,viu,17,jSZdhYM4J-,Verbo,6-ensino-fundamental
Conjunção Subordinativa,que,24,f5Ot-0YqcG,Conjunção Subordinativa,6-ensino-fundamental
Advérbio,já,13,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Verbo,estuda,11,LGfCYDHlWa,Verbo,6-ensino-fundamental
Pontuação,.,12,LGfCYDHlWa,Pontuação,6-ensino-fundamental
Preposição,de,13,TMvtIANlSc,Substantivo,6-ensino-fundamental
Artigo,O,18,jSZdhYM4J-,Artigo,6-ensino-fundamental
Substantivo,carteiro,19,jSZdhYM4J-,Substantivo,6-ensino-fundamental
Preposição+Artigo,à,14,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Substantivo,vista,14,TMvtIANlSc,Substantivo,6-ensino-fundamental
Preposição,de,15,TMvtIANlSc,Advérbio,6-ensino-fundamental
Preposição,de,16,TMvtIANlSc,Preposição+Artigo,6-ensino-fundamental
Substantivo,carros,2,14sYsqC_JK,Conjunção Subordinativa,6-ensino-fundamental
Conjunção Subordinativa,a,15,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Preposição,de,17,TMvtIANlSc,Substantivo,6-ensino-fundamental
Artigo,os,3,14sYsqC_JK,Verbo,6-ensino-fundamental
Artigo,o,25,f5Ot-0YqcG,Adjetivo,6-ensino-fundamental
Artigo,o,26,f5Ot-0YqcG,Artigo,6-ensino-fundamental
Preposição,de,18,TMvtIANlSc,Preposição,6-ensino-fundamental
Artigo,os,4,14sYsqC_JK,Artigo,6-ensino-fundamental
Conjunção Subordinativa,Quando,5,14sYsqC_JK,Verbo,6-ensino-fundamental
Preposição+Artigo,do,19,TMvtIANlSc,Substantivo,6-ensino-fundamental
Substantivo,trabalho,27,f5Ot-0YqcG,Substantivo,6-ensino-fundamental
Preposição+Artigo,do,20,TMvtIANlSc,Conjunção Subordinativa,6-ensino-fundamental
Conjunção Subordinativa,Quando,6,14sYsqC_JK,Advérbio,6-ensino-fundamental
Substantivo,carros,7,14sYsqC_JK,Verbo,6-ensino-fundamental
Substantivo,carros,8,14sYsqC_JK,Advérbio,6-ensino-fundamental
Preposição+Artigo,do,21,TMvtIANlSc,Verbo,6-ensino-fundamental
Pontuação,!,28,f5Ot-0YqcG,Pronome,6-ensino-fundamental
Substantivo,carros,9,14sYsqC_JK,Verbo,6-ensino-fundamental
Pontuação,!,29,f5Ot-0YqcG,Verbo Auxiliar,6-ensino-fundamental
Conjunção Subordinativa,a,16,n-tZNuB_dF,Verbo,6-ensino-fundamental
Preposição+Artigo,do,22,TMvtIANlSc,Verbo,6-ensino-fundamental
Substantivo,carros,10,14sYsqC_JK,Pontuação,6-ensino-fundamental
Pontuação,!,30,f5Ot-0YqcG,Verbo,6-ensino-fundamental
Substantivo,carros,11,14sYsqC_JK,Artigo,6-ensino-fundamental
Pontuação,!,31,f5Ot-0YqcG,Adjetivo,6-ensino-fundamental
Preposição+Artigo,do,23,TMvtIANlSc,Preposição,6-ensino-fundamental
Substantivo,carros,12,14sYsqC_JK,Substantivo,6-ensino-fundamental
Pontuação,!,32,f5Ot-0YqcG,Pontuação,6-ensino-fundamental
Verbo,deslizam,13,14sYsqC_JK,Advérbio,6-ensino-fundamental
Verbo,deslizam,14,14sYsqC_JK,Verbo,6-ensino-fundamental
Conjunção Subordinativa,a,17,n-tZNuB_dF,Verbo,6-ensino-fundamental
Adjetivo,rápido,33,f5Ot-0YqcG,Verbo,6-ensino-fundamental
Advérbio,mais,15,14sYsqC_JK,Advérbio,6-ensino-fundamental
Adjetivo,rápido,34,f5Ot-0YqcG,Adjetivo,6-ensino-fundamental
Conjunção Subordinativa,a,18,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Verbo,chove,16,14sYsqC_JK,Verbo,6-ensino-fundamental
Conjunção Subordinativa,Quando,17,14sYsqC_JK,Conjunção Subordinativa,6-ensino-fundamental
Preposição+Artigo,do,24,TMvtIANlSc,Advérbio,6-ensino-fundamental
Preposição+Artigo,do,25,TMvtIANlSc,Pronome,6-ensino-fundamental
Preposição+Artigo,do,26,TMvtIANlSc,Advérbio,6-ensino-fundamental
Conjunção Subordinativa,a,19,n-tZNuB_dF,Pontuação,6-ensino-fundamental
Preposição+Artigo,do,27,TMvtIANlSc,Preposição+Artigo,6-ensino-fundamental
Pronome,ela,35,f5Ot-0YqcG,Pronome,6-ensino-fundamental
Pontuação,.,0,f8cprw1gzP,Pontuação,6-ensino-fundamental
Pontuação,.,0,zSCfG72vW6,Pontuação,6-ensino-fundamental
Substantivo,ponto,28,TMvtIANlSc,Preposição,6-ensino-fundamental
Preposição+Artigo,à,20,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Substantivo,resultado,1,zSCfG72vW6,Pronome,6-ensino-fundamental
Verbo,conseguido,36,f5Ot-0YqcG,Advérbio,6-ensino-fundamental
Preposição+Artigo,à,21,n-tZNuB_dF,Verbo,6-ensino-fundamental
Substantivo,ponto,29,TMvtIANlSc,Verbo,6-ensino-fundamental
Pronome,Todos,2,zSCfG72vW6,Pronome,6-ensino-fundamental
Preposição+Artigo,à,22,n-tZNuB_dF,Verbo,6-ensino-fundamental
Verbo,conseguido,37,f5Ot-0YqcG,Verbo,6-ensino-fundamental
Artigo,a,1,f8cprw1gzP,Substantivo,6-ensino-fundamental
Preposição+Artigo,à,23,n-tZNuB_dF,Preposição+Artigo,6-ensino-fundamental
Verbo Auxiliar,tenha,38,f5Ot-0YqcG,Artigo,6-ensino-fundamental
Verbo Auxiliar,tenha,39,f5Ot-0YqcG,Advérbio,6-ensino-fundamental
Substantivo,anúncio,3,zSCfG72vW6,Preposição+Artigo,6-ensino-fundamental
Verbo Auxiliar,tenha,40,f5Ot-0YqcG,Advérbio,6-ensino-fundamental
Verbo,choveu,24,n-tZNuB_dF,Conjunção Coordenativa,6-ensino-fundamental
Verbo Auxiliar,tenha,41,f5Ot-0YqcG,Verbo Auxiliar,6-ensino-fundamental
Substantivo,sol,25,n-tZNuB_dF,Conjunção Coordenativa,6-ensino-fundamental
Advérbio,tão,42,f5Ot-0YqcG,Advérbio,6-ensino-fundamental
Verbo,conseguia,30,TMvtIANlSc,Conjunção Subordinativa,6-ensino-fundamental
Verbo,esperavam,4,zSCfG72vW6,Verbo,6-ensino-fundamental
Advérbio,bastante,26,n-tZNuB_dF,Conjunção Coordenativa,6-ensino-fundamental
Verbo,conseguia,31,TMvtIANlSc,Substantivo,6-ensino-fundamental
Conjunção Coordenativa,mas,27,n-tZNuB_dF,Conjunção Coordenativa,6-ensino-fundamental
Preposição+Artigo,pelo,5,zSCfG72vW6,Substantivo,6-ensino-fundamental
Verbo,conseguia,32,TMvtIANlSc,Preposição,6-ensino-fundamental
Preposição+Artigo,pelo,6,zSCfG72vW6,Preposição+Artigo,6-ensino-fundamental
Verbo,conseguirá,2,f8cprw1gzP,Pronome,6-ensino-fundamental
Substantivo,anúncio,7,zSCfG72vW6,Substantivo,6-ensino-fundamental
Verbo,conseguirá,3,f8cprw1gzP,Substantivo,6-ensino-fundamental
Advérbio,Ontem,28,n-tZNuB_dF,Verbo,6-ensino-fundamental
Preposição+Artigo,do,8,zSCfG72vW6,Preposição+Artigo,6-ensino-fundamental
Verbo,conseguirá,4,f8cprw1gzP,Conjunção Subordinativa,6-ensino-fundamental
Substantivo,resultado,9,zSCfG72vW6,Substantivo,6-ensino-fundamental
Verbo,conseguirá,5,f8cprw1gzP,Advérbio,6-ensino-fundamental
Advérbio,Ontem,29,n-tZNuB_dF,Conjunção Subordinativa,6-ensino-fundamental
Verbo,conseguirá,6,f8cprw1gzP,Verbo,6-ensino-fundamental
Verbo,conseguia,33,TMvtIANlSc,Pontuação,6-ensino-fundamental
Advérbio,Ontem,30,n-tZNuB_dF,Substantivo,6-ensino-fundamental
Verbo,conseguia,34,TMvtIANlSc,Preposição,6-ensino-fundamental
Advérbio,não,7,f8cprw1gzP,Substantivo,6-ensino-fundamental
Verbo,conseguia,35,TMvtIANlSc,Pronome,6-ensino-fundamental
Advérbio,hoje,31,n-tZNuB_dF,Substantivo,6-ensino-fundamental
Advérbio,não,8,f8cprw1gzP,Verbo,6-ensino-fundamental
Pontuação,.,0,qcylKSJa7Y,Pontuação,6-ensino-fundamental
Advérbio,hoje,32,n-tZNuB_dF,Conjunção Subordinativa,6-ensino-fundamental
Advérbio,não,9,f8cprw1gzP,Pronome,6-ensino-fundamental
Advérbio,hoje,33,n-tZNuB_dF,Verbo,6-ensino-fundamental
Advérbio,não,10,f8cprw1gzP,Substantivo,6-ensino-fundamental
Advérbio,hoje,34,n-tZNuB_dF,Verbo,6-ensino-fundamental
Advérbio,não,11,f8cprw1gzP,Artigo,6-ensino-fundamental
Advérbio,hoje,35,n-tZNuB_dF,Pontuação,6-ensino-fundamental
Nome Próprio,Maria,0,lb1ecywWNL,Nome Próprio,6-ensino-fundamental
Advérbio,não,12,f8cprw1gzP,Verbo,6-ensino-fundamental
Advérbio,hoje,36,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Advérbio,não,13,f8cprw1gzP,Advérbio,6-ensino-fundamental
Advérbio,Ontem,37,n-tZNuB_dF,Substantivo,6-ensino-fundamental
Advérbio,não,36,TMvtIANlSc,Verbo,6-ensino-fundamental
Pontuação,",",14,f8cprw1gzP,Artigo,6-ensino-fundamental
Artigo,a,1,lb1ecywWNL,Artigo,6-ensino-fundamental
Advérbio,Ontem,38,n-tZNuB_dF,Conjunção Subordinativa,6-ensino-fundamental
Artigo,os,2,lb1ecywWNL,Artigo,6-ensino-fundamental
Artigo,a,15,f8cprw1gzP,Conjunção Subordinativa,6-ensino-fundamental
Verbo,voltou,39,n-tZNuB_dF,Conjunção Subordinativa,6-ensino-fundamental
Substantivo,alunos,0,BHjScgiNjI,Preposição,6-ensino-fundamental
Artigo,a,16,f8cprw1gzP,Pontuação,6-ensino-fundamental
Pontuação,",",17,f8cprw1gzP,Pontuação,6-ensino-fundamental
Pontuação,",",37,TMvtIANlSc,Conjunção Subordinativa,6-ensino-fundamental
Preposição,até,3,lb1ecywWNL,Artigo,6-ensino-fundamental
Preposição,por,4,lb1ecywWNL,Artigo,6-ensino-fundamental
Artigo,a,18,f8cprw1gzP,Advérbio,6-ensino-fundamental
Advérbio,cedo,1,qcylKSJa7Y,Pontuação,6-ensino-fundamental
Conjunção Subordinativa,a,40,n-tZNuB_dF,Artigo,6-ensino-fundamental
Preposição,até,5,lb1ecywWNL,Artigo,6-ensino-fundamental
Preposição,Por,0,4DYY7dieCv,Nome Próprio,6-ensino-fundamental
Pontuação,.,0,ElwsVZF8Xv,Pontuação,6-ensino-fundamental
Substantivo,decisão,19,f8cprw1gzP,Substantivo,6-ensino-fundamental
Advérbio,cedo,2,qcylKSJa7Y,Advérbio,6-ensino-fundamental
Conjunção Subordinativa,a,41,n-tZNuB_dF,Conjunção Subordinativa,6-ensino-fundamental
Artigo,a,20,f8cprw1gzP,Artigo,6-ensino-fundamental
Advérbio,Ontem,42,n-tZNuB_dF,Verbo,6-ensino-fundamental
Substantivo,gentileza,6,lb1ecywWNL,Verbo,6-ensino-fundamental
Verbo Auxiliar,vai,3,qcylKSJa7Y,Verbo,6-ensino-fundamental
Verbo Auxiliar,vai,4,qcylKSJa7Y,Pronome,6-ensino-fundamental
Advérbio,Ontem,43,n-tZNuB_dF,Substantivo,6-ensino-fundamental
Verbo Auxiliar,vai,5,qcylKSJa7Y,Preposição,6-ensino-fundamental
Verbo Auxiliar,vai,6,qcylKSJa7Y,Advérbio,6-ensino-fundamental
Artigo,minha,7,lb1ecywWNL,Pontuação,6-ensino-fundamental
Verbo Auxiliar,vai,7,qcylKSJa7Y,Pontuação,6-ensino-fundamental
Verbo Auxiliar,vai,8,qcylKSJa7Y,Conjunção Subordinativa,6-ensino-fundamental
Substantivo,prova,1,BHjScgiNjI,Verbo,6-ensino-fundamental
Advérbio,Ontem,44,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Pontuação,",",8,lb1ecywWNL,Pontuação,6-ensino-fundamental
Verbo Auxiliar,vai,9,qcylKSJa7Y,Substantivo,6-ensino-fundamental
Verbo Auxiliar,vai,10,qcylKSJa7Y,Verbo,6-ensino-fundamental
Conjunção Subordinativa,que,21,f8cprw1gzP,Pronome,6-ensino-fundamental
Pronome,ele,38,TMvtIANlSc,Verbo,6-ensino-fundamental
Verbo Auxiliar,vai,11,qcylKSJa7Y,Verbo Auxiliar,6-ensino-fundamental
Verbo,choveu,45,n-tZNuB_dF,Substantivo,6-ensino-fundamental
Pontuação,.,9,lb1ecywWNL,Preposição,6-ensino-fundamental
Verbo Auxiliar,foram,1,ElwsVZF8Xv,Substantivo,6-ensino-fundamental
Substantivo,prova,2,BHjScgiNjI,Artigo,6-ensino-fundamental
Conjunção Subordinativa,que,22,f8cprw1gzP,Verbo,6-ensino-fundamental
Pontuação,.,10,lb1ecywWNL,Pontuação,6-ensino-fundamental
Substantivo,sol,46,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Verbo,insistisse,39,TMvtIANlSc,Pronome,6-ensino-fundamental
Substantivo,prova,3,BHjScgiNjI,Substantivo,6-ensino-fundamental
Substantivo,sol,47,n-tZNuB_dF,Pontuação,6-ensino-fundamental
Pronome,ele,23,f8cprw1gzP,Verbo,6-ensino-fundamental
Substantivo,sala,11,lb1ecywWNL,Preposição,6-ensino-fundamental
Substantivo,sol,48,n-tZNuB_dF,Verbo,6-ensino-fundamental
Conjunção Subordinativa,que,40,TMvtIANlSc,Substantivo,6-ensino-fundamental
Pronome,ele,24,f8cprw1gzP,Pronome,6-ensino-fundamental
Substantivo,sol,49,n-tZNuB_dF,Verbo,6-ensino-fundamental
Pontuação,",",1,4DYY7dieCv,Pontuação,6-ensino-fundamental
Advérbio,amanhã,12,qcylKSJa7Y,Substantivo,6-ensino-fundamental
Conjunção Subordinativa,que,41,TMvtIANlSc,Conjunção Subordinativa,6-ensino-fundamental
Verbo,traga,12,lb1ecywWNL,Artigo,6-ensino-fundamental
Advérbio,Mesmo,25,f8cprw1gzP,Conjunção Subordinativa,6-ensino-fundamental
Verbo Auxiliar,foram,2,ElwsVZF8Xv,Verbo,6-ensino-fundamental
Substantivo,sol,50,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Preposição,até,13,lb1ecywWNL,Artigo,6-ensino-fundamental
Advérbio,amanhã,13,qcylKSJa7Y,Preposição,6-ensino-fundamental
Advérbio,Mesmo,26,f8cprw1gzP,Verbo,6-ensino-fundamental
Verbo,brilhar,51,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Advérbio,mais,42,TMvtIANlSc,Substantivo,6-ensino-fundamental
Advérbio,amanhã,14,qcylKSJa7Y,Advérbio,6-ensino-fundamental
Verbo,brilhar,52,n-tZNuB_dF,Substantivo,6-ensino-fundamental
Advérbio,Mesmo,27,f8cprw1gzP,Verbo,6-ensino-fundamental
Advérbio,Mesmo,28,f8cprw1gzP,Advérbio,6-ensino-fundamental
Verbo,brilhar,53,n-tZNuB_dF,Verbo,6-ensino-fundamental
Preposição,por,14,lb1ecywWNL,Artigo,6-ensino-fundamental
Verbo Auxiliar,foram,3,ElwsVZF8Xv,Substantivo,6-ensino-fundamental
Preposição,Por,43,TMvtIANlSc,Substantivo,6-ensino-fundamental
Pontuação,",",15,qcylKSJa7Y,Conjunção Subordinativa,6-ensino-fundamental
Verbo,conseguia,44,TMvtIANlSc,Substantivo,6-ensino-fundamental
Pontuação,",",16,qcylKSJa7Y,Pontuação,6-ensino-fundamental
Verbo,mudar,29,f8cprw1gzP,Conjunção Subordinativa,6-ensino-fundamental
Advérbio,bastante,54,n-tZNuB_dF,Verbo,6-ensino-fundamental
Pontuação,",",15,lb1ecywWNL,Pontuação,6-ensino-fundamental
Verbo Auxiliar,foram,4,ElwsVZF8Xv,Advérbio,6-ensino-fundamental
Verbo,chover,17,qcylKSJa7Y,Preposição,6-ensino-fundamental
Substantivo,relatórios,16,lb1ecywWNL,Substantivo,6-ensino-fundamental
Verbo,chover,18,qcylKSJa7Y,Pronome,6-ensino-fundamental
Substantivo,festa,2,4DYY7dieCv,Substantivo,6-ensino-fundamental
Advérbio,bastante,55,n-tZNuB_dF,Advérbio,6-ensino-fundamental
Verbo,mudar,30,f8cprw1gzP,Verbo,6-ensino-fundamental
Verbo,chover,19,qcylKSJa7Y,Conjunção Subordinativa,6-ensino-fundamental
Verbo,choveu,56,n-tZNuB_dF,Substantivo,6-ensino-fundamental
Substantivo,gentileza,17,lb1ecywWNL,Preposição,6-ensino-fundamental
Verbo,chover,20,qcylKSJa7Y,Substantivo,6-ensino-fundamental
Verbo Auxiliar,foram,5,ElwsVZF8Xv,Preposição+Artigo,6-ensino-fundamental
Verbo,chover,21,qcylKSJa7Y,Verbo,6-ensino-fundamental
Substantivo,gentileza,18,lb1ecywWNL,Preposição,6-ensino-fundamental
