correctTag,targetWord,eventType,orderingId,sessionId,draggedTag
Advérbio,não,interaction,19,3F75C9nNAN,Pronome
Adjetivo,caro,interaction,23,74F1Jg2zqU,Verbo
Artigo,meu,interaction,12,H_rdnNd1re,Verbo+Pronome
Verbo,viu,interaction,3,ZFdIWoKRnj,Artigo
Advérbio,não,interaction,20,3F75C9nNAN,Advérbio
Verbo,viu,interaction,4,ZFdIWoKRnj,Artigo
Artigo,meu,interaction,13,H_rdnNd1re,Pronome
Adjetivo,caro,interaction,24,74F1Jg2zqU,Adjetivo
Pronome,eu,interaction,21,3F75C9nNAN,Verbo
Verbo,viu,interaction,5,ZFdIWoKRnj,Substantivo
Pontuação,?,interaction,1,fKCg0GcQiW,Pontuação
Artigo,meu,interaction,14,H_rdnNd1re,Artigo
Verbo,viu,interaction,6,ZFdIWoKRnj,Verbo
Interjeição,Meu,interaction,25,74F1Jg2zqU,Interjeição
Pronome,eu,interaction,22,3F75C9nNAN,Pronome
Verbo,explicar,interaction,2,fKCg0GcQiW,Verbo
Conjunção Subordinativa,que,interaction,23,3F75C9nNAN,Conjunção Subordinativa
Verbo,sentindo,interaction,26,74F1Jg2zqU,Conjunção Subordinativa
Verbo+Pronome,encontrá-lo,interaction,15,H_rdnNd1re,Verbo+Pronome
Verbo,é,interaction,24,3F75C9nNAN,Advérbio
Pronome,se,interaction,27,74F1Jg2zqU,Verbo
Substantivo,alunos,interaction,1,YsUNtx8b4G,Substantivo
Pontuação,.,interaction,0,VU75K2hH9M,Verbo
Substantivo,criança,interaction,7,ZFdIWoKRnj,Substantivo
Advérbio,Não,interaction,25,3F75C9nNAN,Advérbio
Pronome,onde,interaction,16,H_rdnNd1re,Pronome
Verbo,poderia,interaction,3,fKCg0GcQiW,Verbo
Verbo,é,interaction,26,3F75C9nNAN,Verbo
Artigo,Os,interaction,2,YsUNtx8b4G,Substantivo
Pronome,Você,interaction,17,H_rdnNd1re,Pronome
Verbo,sentindo,interaction,28,74F1Jg2zqU,Verbo
Pontuação,.,interaction,1,VU75K2hH9M,Pontuação
Pronome,me,interaction,4,fKCg0GcQiW,Pronome
Pronome,se,interaction,29,74F1Jg2zqU,Pronome
Verbo,subiu,interaction,2,VU75K2hH9M,Verbo
Substantivo,irmão,interaction,0,-RqVl0A0z4,Substantivo
Advérbio,rapidamente,interaction,3,VU75K2hH9M,Advérbio
Conjunção Subordinativa,como,interaction,5,fKCg0GcQiW,Artigo
Artigo,Meu,interaction,1,-RqVl0A0z4,Verbo
Pontuação,",",interaction,0,6fNxSzx88U,Pontuação
Preposição+Artigo,do,interaction,4,VU75K2hH9M,Substantivo
Conjunção Subordinativa,como,interaction,6,fKCg0GcQiW,Substantivo
Preposição+Artigo,do,interaction,5,VU75K2hH9M,Artigo
Verbo,funciona,interaction,7,fKCg0GcQiW,Verbo
Preposição+Artigo,do,interaction,6,VU75K2hH9M,Substantivo
Pontuação,!,interaction,1,6fNxSzx88U,Pontuação
Pontuação,",",interaction,0,FMNN48KGIl,Pontuação
Preposição+Artigo,do,interaction,7,VU75K2hH9M,Preposição+Artigo
Conjunção Subordinativa,como,interaction,8,fKCg0GcQiW,Conjunção Subordinativa
Artigo,Meu,interaction,2,-RqVl0A0z4,Pontuação
Adjetivo,certo,interaction,0,KGZ_RG3wGT,Substantivo
Substantivo,água,interaction,8,VU75K2hH9M,Substantivo
Pontuação,.,interaction,3,-RqVl0A0z4,Pontuação
Substantivo,máquina,interaction,9,fKCg0GcQiW,Substantivo
Pontuação,",",interaction,1,FMNN48KGIl,Pontuação
Artigo,essa,interaction,10,fKCg0GcQiW,Artigo
Artigo,A,interaction,9,VU75K2hH9M,Artigo
Preposição,de,interaction,2,6fNxSzx88U,Substantivo
Pontuação,.,interaction,2,FMNN48KGIl,Pontuação
Substantivo,rio,interaction,10,VU75K2hH9M,Substantivo
Preposição,de,interaction,3,6fNxSzx88U,Artigo
Adjetivo,certo,interaction,1,KGZ_RG3wGT,Adjetivo
Artigo,o,interaction,8,ZFdIWoKRnj,Artigo
Preposição,de,interaction,4,6fNxSzx88U,Preposição
Artigo,o,interaction,9,ZFdIWoKRnj,Artigo
Adjetivo,cheio,interaction,5,6fNxSzx88U,Adjetivo
Advérbio,mais,interaction,4,-RqVl0A0z4,Advérbio
Substantivo,atenção,interaction,3,YsUNtx8b4G,Preposição
Conjunção Coordenativa,e,interaction,6,6fNxSzx88U,Artigo
Pontuação,.,interaction,0,OvR7h8gaOT,Pontuação
Artigo,A,interaction,10,ZFdIWoKRnj,Artigo
Conjunção Coordenativa,e,interaction,7,6fNxSzx88U,Substantivo
Conjunção Coordenativa,e,interaction,8,6fNxSzx88U,Substantivo
Adjetivo,novo,interaction,5,-RqVl0A0z4,Substantivo
Conjunção Coordenativa,e,interaction,9,6fNxSzx88U,Interjeição
Conjunção Coordenativa,e,interaction,10,6fNxSzx88U,Adjetivo
Substantivo,binóculo,interaction,11,ZFdIWoKRnj,Preposição
Verbo,adora,interaction,6,-RqVl0A0z4,Artigo
Conjunção Coordenativa,e,interaction,11,6fNxSzx88U,Adjetivo
Verbo,voltou,interaction,3,FMNN48KGIl,Verbo
Preposição,com,interaction,4,YsUNtx8b4G,Verbo
Substantivo,binóculo,interaction,12,ZFdIWoKRnj,Substantivo
Conjunção Coordenativa,e,interaction,12,6fNxSzx88U,Conjunção Coordenativa
Nome Próprio,João,interaction,1,OvR7h8gaOT,Nome Próprio
Adjetivo,novo,interaction,7,-RqVl0A0z4,Adjetivo
Substantivo,homem,interaction,13,ZFdIWoKRnj,Preposição
Adjetivo,longo,interaction,13,6fNxSzx88U,Adjetivo
Artigo,Meu,interaction,8,-RqVl0A0z4,Artigo
Substantivo,homem,interaction,14,ZFdIWoKRnj,Substantivo
Substantivo,dia,interaction,14,6fNxSzx88U,Adjetivo
Advérbio,sempre,interaction,2,OvR7h8gaOT,Advérbio
Verbo,brilhar,interaction,4,FMNN48KGIl,Verbo
Preposição,com,interaction,15,ZFdIWoKRnj,Preposição
Substantivo,dia,interaction,15,6fNxSzx88U,Interjeição
Verbo,adora,interaction,9,-RqVl0A0z4,Verbo
Substantivo,dia,interaction,16,6fNxSzx88U,Substantivo
Verbo,paguem,interaction,0,ZpAjWSL3XB,Substantivo
Verbo,estuda,interaction,3,OvR7h8gaOT,Advérbio
Substantivo,dinossauros,interaction,10,-RqVl0A0z4,Substantivo
Artigo,que,interaction,17,6fNxSzx88U,Interjeição
Verbo,estuda,interaction,4,OvR7h8gaOT,Verbo
Artigo,que,interaction,18,6fNxSzx88U,Artigo
Verbo,paguem,interaction,1,ZpAjWSL3XB,Substantivo
Advérbio,antes,interaction,5,OvR7h8gaOT,Advérbio
Substantivo,surpresas,interaction,19,6fNxSzx88U,Substantivo
Artigo,Os,interaction,0,1Q2wo7Dd4V,Pontuação
Preposição+Artigo,das,interaction,6,OvR7h8gaOT,Substantivo
Adjetivo,inesperadas,interaction,20,6fNxSzx88U,Adjetivo
Preposição+Artigo,das,interaction,7,OvR7h8gaOT,Preposição+Artigo
Preposição,com,interaction,5,YsUNtx8b4G,Verbo
Substantivo,provas,interaction,8,OvR7h8gaOT,Substantivo
Interjeição,Ah,interaction,21,6fNxSzx88U,Interjeição
Advérbio,Ontem,interaction,5,FMNN48KGIl,Conjunção Coordenativa
Pontuação,.,interaction,1,1Q2wo7Dd4V,Pontuação
Conjunção Subordinativa,que,interaction,2,ZpAjWSL3XB,Verbo Auxiliar
Advérbio,Ontem,interaction,6,FMNN48KGIl,Conjunção Subordinativa
Pontuação,",",interaction,2,1Q2wo7Dd4V,Pontuação
Artigo,Os,interaction,6,YsUNtx8b4G,Preposição+Artigo
Artigo,Os,interaction,7,YsUNtx8b4G,Preposição
Substantivo,dobro,interaction,3,ZpAjWSL3XB,Pontuação
Substantivo,dobro,interaction,4,ZpAjWSL3XB,Pontuação
Artigo,Os,interaction,8,YsUNtx8b4G,Artigo
Conjunção Coordenativa,mas,interaction,7,FMNN48KGIl,Advérbio
Pronome,que,interaction,3,1Q2wo7Dd4V,Verbo
Pronome,que,interaction,4,1Q2wo7Dd4V,Pontuação
Conjunção Coordenativa,mas,interaction,8,FMNN48KGIl,Preposição+Artigo
Substantivo,atenção,interaction,9,YsUNtx8b4G,Preposição
Pronome,que,interaction,5,1Q2wo7Dd4V,Verbo
Substantivo,atenção,interaction,10,YsUNtx8b4G,Substantivo
Preposição,com,interaction,11,YsUNtx8b4G,Verbo
Preposição,com,interaction,12,YsUNtx8b4G,Substantivo
Pontuação,.,interaction,0,sP6hyFO2Qe,Pontuação
Pontuação,.,interaction,5,ZpAjWSL3XB,Pontuação
Substantivo,aula,interaction,13,YsUNtx8b4G,Preposição+Artigo
Substantivo,aula,interaction,14,YsUNtx8b4G,Substantivo
Pontuação,",",interaction,6,1Q2wo7Dd4V,Verbo
Preposição+Artigo,à,interaction,15,YsUNtx8b4G,Preposição
Pontuação,",",interaction,7,1Q2wo7Dd4V,Pontuação
Preposição+Artigo,à,interaction,16,YsUNtx8b4G,Preposição+Artigo
Pontuação,.,interaction,0,KM4Cq5sU3v,Pontuação
Pontuação,",",interaction,0,T3ZHlquCFV,Pontuação
Pronome,que,interaction,8,1Q2wo7Dd4V,Verbo
Pontuação,?,interaction,1,T3ZHlquCFV,Preposição
Verbo,assistem,interaction,17,YsUNtx8b4G,Preposição
Pontuação,!,interaction,0,DbEk0cOdNA,Pontuação
Pronome,que,interaction,9,1Q2wo7Dd4V,Substantivo
Verbo,assistem,interaction,18,YsUNtx8b4G,Verbo
Pronome,que,interaction,10,1Q2wo7Dd4V,Preposição
Preposição,com,interaction,19,YsUNtx8b4G,Preposição
Pronome,que,interaction,11,1Q2wo7Dd4V,Verbo
Pontuação,?,interaction,2,T3ZHlquCFV,Pontuação
Pronome,que,interaction,12,1Q2wo7Dd4V,Pronome
Substantivo,braço,interaction,1,sP6hyFO2Qe,Artigo
Artigo,Os,interaction,13,1Q2wo7Dd4V,Artigo
Pontuação,.,interaction,0,5OZy6L5vTW,Pontuação
Verbo,veio,interaction,3,T3ZHlquCFV,Substantivo
Preposição,para,interaction,4,T3ZHlquCFV,Pronome
Verbo,sair,interaction,1,KM4Cq5sU3v,Verbo
Preposição,para,interaction,5,T3ZHlquCFV,Substantivo
Substantivo,estudantes,interaction,14,1Q2wo7Dd4V,Substantivo
Preposição,para,interaction,6,T3ZHlquCFV,Preposição
Verbo,veio,interaction,7,T3ZHlquCFV,Artigo
Advérbio,bastante,interaction,15,1Q2wo7Dd4V,Advérbio
Verbo,resolveram,interaction,2,KM4Cq5sU3v,Verbo
Verbo,veio,interaction,8,T3ZHlquCFV,Advérbio
Verbo,estudaram,interaction,16,1Q2wo7Dd4V,Verbo
Verbo,veio,interaction,9,T3ZHlquCFV,Nome Próprio
Substantivo,facilidade,interaction,17,1Q2wo7Dd4V,Preposição
Verbo,veio,interaction,10,T3ZHlquCFV,Verbo
Verbo,passaram,interaction,18,1Q2wo7Dd4V,Verbo
Pronome,você,interaction,11,T3ZHlquCFV,Artigo
Verbo,caminhar,interaction,3,KM4Cq5sU3v,Verbo
Pontuação,!,interaction,0,3ArIQfGjUt,Pontuação
Preposição,com,interaction,19,1Q2wo7Dd4V,Substantivo
Artigo,o,interaction,2,sP6hyFO2Qe,Conjunção Coordenativa
Pronome,você,interaction,12,T3ZHlquCFV,Artigo
Preposição,com,interaction,20,1Q2wo7Dd4V,Preposição
Pronome,você,interaction,13,T3ZHlquCFV,Advérbio
Verbo,chovendo,interaction,4,KM4Cq5sU3v,Verbo
Pronome,você,interaction,14,T3ZHlquCFV,Artigo
Substantivo,facilidade,interaction,21,1Q2wo7Dd4V,Substantivo
Pronome,você,interaction,15,T3ZHlquCFV,Substantivo
Pronome,você,interaction,16,T3ZHlquCFV,Pronome
Nome Próprio,João,interaction,17,T3ZHlquCFV,Substantivo
Nome Próprio,João,interaction,18,T3ZHlquCFV,Nome Próprio
Verbo Auxiliar,estivesse,interaction,5,KM4Cq5sU3v,Verbo Auxiliar
Pontuação,.,interaction,0,fWhOyrivU6,Pontuação
Substantivo,braço,interaction,3,sP6hyFO2Qe,Preposição+Artigo
Pontuação,",",interaction,6,KM4Cq5sU3v,Pontuação
Substantivo,amigo,interaction,19,T3ZHlquCFV,Substantivo
Artigo,Meu,interaction,20,T3ZHlquCFV,Substantivo
Artigo,Meu,interaction,21,T3ZHlquCFV,Artigo
Conjunção Subordinativa,Embora,interaction,7,KM4Cq5sU3v,Conjunção Subordinativa
Substantivo,festa,interaction,22,T3ZHlquCFV,Substantivo
Advérbio,ontem,interaction,23,T3ZHlquCFV,Artigo
Advérbio,ontem,interaction,24,T3ZHlquCFV,Advérbio
Artigo,o,interaction,4,sP6hyFO2Qe,Preposição+Artigo
Artigo,a,interaction,25,T3ZHlquCFV,Artigo
Artigo,o,interaction,5,sP6hyFO2Qe,Conjunção Coordenativa
Conjunção Subordinativa,para,interaction,8,KM4Cq5sU3v,Conjunção Subordinativa
Verbo,machucou,interaction,6,sP6hyFO2Qe,Verbo
Substantivo,costume,interaction,9,KM4Cq5sU3v,Preposição
Substantivo,costume,interaction,10,KM4Cq5sU3v,Substantivo
Preposição,de,interaction,11,KM4Cq5sU3v,Preposição
Preposição,como,interaction,12,KM4Cq5sU3v,Preposição
Substantivo,menina,interaction,7,sP6hyFO2Qe,Substantivo
Substantivo,escada,interaction,8,sP6hyFO2Qe,Artigo
Verbo,caiu,interaction,9,sP6hyFO2Qe,Preposição+Artigo
Verbo,caiu,interaction,10,sP6hyFO2Qe,Verbo
Pontuação,.,interaction,0,hHd1uqb3XZ,Pontuação
Pontuação,.,interaction,0,wc6pTN8x2i,Pontuação
Pontuação,.,interaction,0,jSeAxJZx1O,Pontuação
Substantivo,estudantes,interaction,0,6I3x4fuJNp,Verbo
Pronome,Ele,interaction,0,8wsEGQi-r8,Pronome
Pronome,Ele,interaction,1,wc6pTN8x2i,Pronome
Artigo,Os,interaction,1,6I3x4fuJNp,Verbo
Artigo,Os,interaction,2,6I3x4fuJNp,Substantivo
Artigo,Os,interaction,3,6I3x4fuJNp,Pronome
Substantivo,menina,interaction,1,jSeAxJZx1O,Substantivo
Verbo,correu,interaction,2,wc6pTN8x2i,Conjunção Subordinativa
Artigo,Os,interaction,4,6I3x4fuJNp,Artigo
Artigo,A,interaction,2,jSeAxJZx1O,Substantivo
Substantivo,estudantes,interaction,5,6I3x4fuJNp,Pontuação
Substantivo,estudantes,interaction,6,6I3x4fuJNp,Pontuação
Pontuação,.,interaction,0,hKeMXnH2Jn,Pronome
Pronome,ele,interaction,1,hKeMXnH2Jn,Pronome
Verbo,caiu,interaction,3,jSeAxJZx1O,Conjunção Coordenativa
Pontuação,.,interaction,2,hKeMXnH2Jn,Pontuação
Substantivo,estudantes,interaction,7,6I3x4fuJNp,Advérbio
Preposição+Artigo,na,interaction,4,jSeAxJZx1O,Substantivo
Verbo,disse,interaction,1,8wsEGQi-r8,Verbo de Ligação
Substantivo,estudantes,interaction,8,6I3x4fuJNp,Substantivo
Verbo,falava,interaction,3,hKeMXnH2Jn,Pontuação
Pontuação,",",interaction,4,hKeMXnH2Jn,Pontuação
Verbo,disse,interaction,2,8wsEGQi-r8,Verbo
Substantivo,escada,interaction,5,jSeAxJZx1O,Verbo
Pronome,todos,interaction,5,hKeMXnH2Jn,Pronome
Conjunção Subordinativa,que,interaction,3,8wsEGQi-r8,Adjetivo
Pontuação,",",interaction,9,6I3x4fuJNp,Verbo
Pontuação,",",interaction,10,6I3x4fuJNp,Pronome
Substantivo,braço,interaction,6,jSeAxJZx1O,Verbo
Pontuação,",",interaction,11,6I3x4fuJNp,Substantivo
Artigo,muita,interaction,6,hKeMXnH2Jn,Verbo
Conjunção Subordinativa,que,interaction,4,8wsEGQi-r8,Pontuação
Substantivo,braço,interaction,7,jSeAxJZx1O,Artigo
Artigo,muita,interaction,7,hKeMXnH2Jn,Substantivo
Pontuação,",",interaction,5,8wsEGQi-r8,Pontuação
Substantivo,braço,interaction,8,jSeAxJZx1O,Preposição+Artigo
Pontuação,",",interaction,12,6I3x4fuJNp,Verbo
Artigo,muita,interaction,8,hKeMXnH2Jn,Artigo
Verbo,prestavam,interaction,9,hKeMXnH2Jn,Conjunção Subordinativa
Substantivo,braço,interaction,9,jSeAxJZx1O,Conjunção Coordenativa
Verbo,prestavam,interaction,10,hKeMXnH2Jn,Substantivo
Pontuação,",",interaction,13,6I3x4fuJNp,Pontuação
Conjunção Subordinativa,que,interaction,6,8wsEGQi-r8,Verbo
Substantivo,braço,interaction,10,jSeAxJZx1O,Substantivo
Verbo,prestavam,interaction,11,hKeMXnH2Jn,Verbo
Conjunção Subordinativa,que,interaction,7,8wsEGQi-r8,Adjetivo
Substantivo,escada,interaction,11,jSeAxJZx1O,Conjunção Coordenativa
Substantivo,escada,interaction,12,jSeAxJZx1O,Preposição+Artigo
Substantivo,escada,interaction,13,jSeAxJZx1O,Artigo
Pronome,que,interaction,14,6I3x4fuJNp,Advérbio
Conjunção Subordinativa,embora,interaction,8,8wsEGQi-r8,Verbo
Substantivo,escada,interaction,14,jSeAxJZx1O,Artigo
Conjunção Subordinativa,Enquanto,interaction,12,hKeMXnH2Jn,Conjunção Subordinativa
Conjunção Subordinativa,embora,interaction,9,8wsEGQi-r8,Adjetivo
Pronome,que,interaction,15,6I3x4fuJNp,Verbo
Verbo,falava,interaction,13,hKeMXnH2Jn,Substantivo
Substantivo,escada,interaction,15,jSeAxJZx1O,Substantivo
Verbo,falava,interaction,14,hKeMXnH2Jn,Verbo
Substantivo,atenção,interaction,15,hKeMXnH2Jn,Substantivo
Conjunção Subordinativa,embora,interaction,10,8wsEGQi-r8,Pontuação
Pontuação,.,interaction,11,8wsEGQi-r8,Pontuação
Verbo,machucou,interaction,16,jSeAxJZx1O,Conjunção Coordenativa
Verbo,iria,interaction,12,8wsEGQi-r8,Verbo
Pronome,que,interaction,16,6I3x4fuJNp,Advérbio
Pronome,que,interaction,17,6I3x4fuJNp,Pontuação
Verbo,machucou,interaction,17,jSeAxJZx1O,Artigo
Pronome,que,interaction,18,6I3x4fuJNp,Verbo
Verbo,machucou,interaction,18,jSeAxJZx1O,Preposição+Artigo
Adjetivo,doente,interaction,13,8wsEGQi-r8,Verbo de Ligação
Verbo,machucou,interaction,19,jSeAxJZx1O,Artigo
Verbo,machucou,interaction,20,jSeAxJZx1O,Verbo
Conjunção Subordinativa,embora,interaction,14,8wsEGQi-r8,Adjetivo
Conjunção Subordinativa,que,interaction,15,8wsEGQi-r8,Preposição+Artigo
Pronome,Ele,interaction,0,bST9YLxbRc,Verbo
Adjetivo,doente,interaction,16,8wsEGQi-r8,Conjunção Subordinativa
Pronome,Ele,interaction,1,bST9YLxbRc,Pronome
Preposição+Artigo,na,interaction,21,jSeAxJZx1O,Artigo
Pontuação,",",interaction,17,8wsEGQi-r8,Pontuação
Preposição+Artigo,na,interaction,22,jSeAxJZx1O,Verbo
Verbo,gosta,interaction,2,bST9YLxbRc,Verbo
Pontuação,",",interaction,19,6I3x4fuJNp,Pontuação
Conjunção Subordinativa,de,interaction,3,bST9YLxbRc,Substantivo
Preposição+Artigo,na,interaction,23,jSeAxJZx1O,Artigo
Preposição+Artigo,ao,interaction,18,8wsEGQi-r8,Verbo de Ligação
Conjunção Subordinativa,de,interaction,4,bST9YLxbRc,Verbo
Pontuação,",",interaction,0,G3cuExaCsI,Pontuação
Conjunção Subordinativa,de,interaction,5,bST9YLxbRc,Conjunção Subordinativa
Verbo,jogar,interaction,6,bST9YLxbRc,Substantivo
Preposição+Artigo,na,interaction,24,jSeAxJZx1O,Conjunção Coordenativa
Verbo,jogar,interaction,7,bST9YLxbRc,Verbo
Preposição+Artigo,na,interaction,25,jSeAxJZx1O,Preposição+Artigo
Substantivo,futebol,interaction,8,bST9YLxbRc,Substantivo
Adjetivo,doente,interaction,19,8wsEGQi-r8,Adjetivo
Pontuação,.,interaction,9,bST9YLxbRc,Pontuação
Conjunção Coordenativa,e,interaction,26,jSeAxJZx1O,Verbo
Verbo de Ligação,estivesse,interaction,20,8wsEGQi-r8,Conjunção Subordinativa
Conjunção Coordenativa,e,interaction,27,jSeAxJZx1O,Artigo
Verbo de Ligação,estivesse,interaction,21,8wsEGQi-r8,Conjunção Subordinativa
Verbo de Ligação,estivesse,interaction,22,8wsEGQi-r8,Substantivo
Conjunção Coordenativa,e,interaction,28,jSeAxJZx1O,Artigo
Artigo,O,interaction,0,WCZO68NsAw,Verbo de Ligação
Conjunção Coordenativa,e,interaction,29,jSeAxJZx1O,Conjunção Coordenativa
Verbo de Ligação,estivesse,interaction,23,8wsEGQi-r8,Verbo de Ligação
Conjunção Subordinativa,embora,interaction,24,8wsEGQi-r8,Conjunção Subordinativa
Pontuação,.,interaction,1,WCZO68NsAw,Pontuação
Artigo,A,interaction,0,SIjTfVC7xr,Artigo
Substantivo,trabalho,interaction,25,8wsEGQi-r8,Preposição+Artigo
Pronome,que,interaction,20,6I3x4fuJNp,Substantivo
Substantivo,trabalho,interaction,26,8wsEGQi-r8,Conjunção Subordinativa
Pronome,que,interaction,21,6I3x4fuJNp,Pronome
Verbo,falar,interaction,1,G3cuExaCsI,Verbo
Substantivo,trabalho,interaction,27,8wsEGQi-r8,Substantivo
Substantivo,portão,interaction,0,1XM6T9hQ3a,Pronome
Preposição+Artigo,ao,interaction,28,8wsEGQi-r8,Preposição+Artigo
Verbo,caiu,interaction,30,jSeAxJZx1O,Verbo
Conjunção Subordinativa,que,interaction,29,8wsEGQi-r8,Conjunção Subordinativa
Verbo,aberto,interaction,1,1XM6T9hQ3a,Pronome
Substantivo,portão,interaction,2,1XM6T9hQ3a,Pronome
Verbo,estudaram,interaction,22,6I3x4fuJNp,Verbo
Artigo,o,interaction,31,jSeAxJZx1O,Artigo
Pontuação,",",interaction,0,XXW54i3CgA,Pontuação
Adjetivo,emocionante,interaction,2,WCZO68NsAw,Verbo
Artigo,o,interaction,3,1XM6T9hQ3a,Pronome
Verbo,deixaram,interaction,4,1XM6T9hQ3a,Pronome
Substantivo,noite,interaction,1,XXW54i3CgA,Advérbio
Pronome,Eles,interaction,5,1XM6T9hQ3a,Pronome
Artigo,A,interaction,32,jSeAxJZx1O,Artigo
Pontuação,",",interaction,2,G3cuExaCsI,Pontuação
Verbo,vimos,interaction,3,WCZO68NsAw,Adjetivo
Verbo,deixaram,interaction,6,1XM6T9hQ3a,Substantivo
Verbo,deixaram,interaction,7,1XM6T9hQ3a,Verbo
Advérbio,bastante,interaction,23,6I3x4fuJNp,Advérbio
Pontuação,.,interaction,24,6I3x4fuJNp,Pontuação
Substantivo,facilidade,interaction,25,6I3x4fuJNp,Preposição
Artigo,o,interaction,8,1XM6T9hQ3a,Artigo
Substantivo,facilidade,interaction,26,6I3x4fuJNp,Substantivo
Substantivo,professora,interaction,1,SIjTfVC7xr,Substantivo
Substantivo,portão,interaction,9,1XM6T9hQ3a,Pontuação
Pontuação,.,interaction,0,4e4SBiyKUs,Pontuação
Preposição,com,interaction,27,6I3x4fuJNp,Verbo
Pontuação,",",interaction,1,4e4SBiyKUs,Pontuação
Preposição,com,interaction,28,6I3x4fuJNp,Preposição
Verbo,for,interaction,2,4e4SBiyKUs,Verbo
Verbo,passaram,interaction,29,6I3x4fuJNp,Verbo
Verbo,ignorar,interaction,3,4e4SBiyKUs,Verbo
Pontuação,.,interaction,0,RACKkrxQQ3,Pontuação
Pontuação,.,interaction,0,tbkRcozS-e,Pontuação
Substantivo,bola,interaction,1,RACKkrxQQ3,Preposição+Artigo
Artigo,O,interaction,4,WCZO68NsAw,Pronome
Substantivo,chão,interaction,2,RACKkrxQQ3,Artigo
Substantivo,filme,interaction,5,WCZO68NsAw,Pronome
Artigo,a,interaction,2,SIjTfVC7xr,Artigo
Preposição+Artigo,no,interaction,3,RACKkrxQQ3,Substantivo
Substantivo,assembleia,interaction,4,4e4SBiyKUs,Verbo Auxiliar
Artigo,As,interaction,1,tbkRcozS-e,Substantivo
Artigo,O,interaction,0,Je5JKA-Gvw,Pontuação
Substantivo,assembleia,interaction,5,4e4SBiyKUs,Pronome
Artigo,As,interaction,2,tbkRcozS-e,Artigo
Pontuação,.,interaction,1,Je5JKA-Gvw,Pontuação
Advérbio,ontem,interaction,6,WCZO68NsAw,Substantivo
Artigo,A,interaction,4,RACKkrxQQ3,Artigo
Verbo,Seja,interaction,6,4e4SBiyKUs,Pronome
Advérbio,ontem,interaction,7,WCZO68NsAw,Adjetivo
Substantivo,bola,interaction,5,RACKkrxQQ3,Substantivo
Verbo,Seja,interaction,7,4e4SBiyKUs,Verbo
Verbo,caiu,interaction,6,RACKkrxQQ3,Substantivo
Verbo,brilham,interaction,3,tbkRcozS-e,Verbo
Preposição+Artigo,no,interaction,7,RACKkrxQQ3,Substantivo
Verbo,brilhar,interaction,2,XXW54i3CgA,Verbo
Substantivo,chão,interaction,8,RACKkrxQQ3,Substantivo
Substantivo,estrelas,interaction,4,tbkRcozS-e,Substantivo
Advérbio,ontem,interaction,8,WCZO68NsAw,Verbo de Ligação
Pontuação,.,interaction,3,G3cuExaCsI,Pontuação
Preposição+Artigo,no,interaction,9,RACKkrxQQ3,Verbo
Preposição+Artigo,na,interaction,8,4e4SBiyKUs,Verbo
Verbo,explicou,interaction,3,SIjTfVC7xr,Verbo
Preposição+Artigo,no,interaction,10,RACKkrxQQ3,Preposição+Artigo
Verbo,dito,interaction,9,4e4SBiyKUs,Verbo
Substantivo,noite,interaction,5,tbkRcozS-e,Preposição+Artigo
Verbo,caiu,interaction,11,RACKkrxQQ3,Verbo
Artigo,O,interaction,9,WCZO68NsAw,Pronome
Nome Próprio,Maria,interaction,0,zzy7YJuk_E,Nome Próprio
Artigo,O,interaction,10,WCZO68NsAw,Verbo de Ligação
Substantivo,noite,interaction,6,tbkRcozS-e,Substantivo
Artigo,Meu,interaction,4,G3cuExaCsI,Pronome
Artigo,O,interaction,11,WCZO68NsAw,Adjetivo
Artigo,O,interaction,12,WCZO68NsAw,Substantivo
Preposição+Artigo,à,interaction,7,tbkRcozS-e,Preposição+Artigo
Artigo,O,interaction,13,WCZO68NsAw,Artigo
Artigo,Meu,interaction,5,G3cuExaCsI,Advérbio
Artigo,Meu,interaction,6,G3cuExaCsI,Preposição
Substantivo,filme,interaction,14,WCZO68NsAw,Pronome
Artigo,Meu,interaction,7,G3cuExaCsI,Numeral
Verbo,mordeu,interaction,0,Wmlaqqdr8Q,Verbo
Substantivo,matéria,interaction,4,SIjTfVC7xr,Substantivo
Substantivo,filme,interaction,15,WCZO68NsAw,Verbo de Ligação
Advérbio,não,interaction,1,zzy7YJuk_E,Verbo
Artigo,Meu,interaction,8,G3cuExaCsI,Substantivo
Pronome,que,interaction,10,4e4SBiyKUs,Pronome
Pontuação,.,interaction,1,Wmlaqqdr8Q,Pontuação
Advérbio,não,interaction,2,zzy7YJuk_E,Substantivo
Pronome,que,interaction,16,WCZO68NsAw,Adjetivo
Advérbio,como,interaction,11,4e4SBiyKUs,Advérbio
Advérbio,não,interaction,3,zzy7YJuk_E,Pontuação
Nome Próprio,Carlos,interaction,9,G3cuExaCsI,Nome Próprio
Advérbio,não,interaction,4,zzy7YJuk_E,Advérbio
Pronome,que,interaction,17,WCZO68NsAw,Substantivo
Verbo Auxiliar,foi,interaction,12,4e4SBiyKUs,Substantivo
Verbo,brincando,interaction,2,Wmlaqqdr8Q,Verbo
Pronome,que,interaction,18,WCZO68NsAw,Advérbio
Verbo Auxiliar,foi,interaction,13,4e4SBiyKUs,Preposição+Artigo
Pronome,que,interaction,19,WCZO68NsAw,Verbo
Substantivo,carteiro,interaction,3,Wmlaqqdr8Q,Artigo
Verbo Auxiliar,foi,interaction,14,4e4SBiyKUs,Verbo
