correctTag,targetWord,eventType,orderingId,sessionId,draggedTag
Verbo,Será,interaction,0,xqEk5ZfKaG,Pronome
Verbo,Será,interaction,1,xqEk5ZfKaG,Conjunção Subordinativa
Pontuação,",",interaction,0,uQY36KP907,Pontuação
Pontuação,!,interaction,1,uQY36KP907,Pontuação
Substantivo,árvore,interaction,0,X2RK9EgWWZ,Substantivo
Pontuação,.,interaction,1,X2RK9EgWWZ,Pontuação
Substantivo,folha,interaction,2,X2RK9EgWWZ,Substantivo
Verbo,caiu,interaction,3,X2RK9EgWWZ,Verbo
Artigo,A,interaction,4,X2RK9EgWWZ,Artigo
Preposição+Artigo,da,interaction,5,X2RK9EgWWZ,Preposição+Artigo
Verbo,entreguem,interaction,0,Gl4TVz6WGG,Verbo
Pontuação,.,interaction,1,Gl4TVz6WGG,Pontuação
Pontuação,",",interaction,0,dddiIZB6l2,Pontuação
Pontuação,.,interaction,1,dddiIZB6l2,Pontuação
Pronome,você,interaction,2,dddiIZB6l2,Pronome
Pronome,Eles,interaction,0,guR5zyhsGR,Pronome
Verbo,correram,interaction,1,guR5zyhsGR,Verbo
Pontuação,.,interaction,0,TZfQp-BX1Z,Pontuação
Artigo,O,interaction,1,TZfQp-BX1Z,Artigo
Substantivo,cão,interaction,2,TZfQp-BX1Z,Substantivo
Verbo,mordeu,interaction,3,TZfQp-BX1Z,Verbo
Artigo,o,interaction,4,TZfQp-BX1Z,Artigo
Substantivo,carteiro,interaction,5,TZfQp-BX1Z,Substantivo
Verbo,brincando,interaction,6,TZfQp-BX1Z,Verbo
Pontuação,.,interaction,0,isWVctUU6k,Pontuação
Pontuação,.,interaction,0,KeEqUDcI-P,Pontuação
Nome Próprio,João,interaction,1,isWVctUU6k,Nome Próprio
Verbo,chegou,interaction,2,isWVctUU6k,Verbo
Pontuação,",",interaction,1,KeEqUDcI-P,Pontuação
Advérbio,cedo,interaction,3,isWVctUU6k,Advérbio
Preposição+Artigo,à,interaction,4,isWVctUU6k,Preposição+Artigo
Substantivo,escola,interaction,5,isWVctUU6k,Substantivo
Artigo,O,interaction,0,0X2gkzunMt,Verbo
Artigo,O,interaction,1,0X2gkzunMt,Artigo
Artigo,o,interaction,2,0X2gkzunMt,Artigo
Pontuação,!,interaction,0,CBG8FaDuF6,Pontuação
Substantivo,motorista,interaction,3,0X2gkzunMt,Preposição+Artigo
Pronome,ela,interaction,1,CBG8FaDuF6,Pronome
Substantivo,motorista,interaction,4,0X2gkzunMt,Substantivo
Verbo,parou,interaction,5,0X2gkzunMt,Verbo
Substantivo,carro,interaction,6,0X2gkzunMt,Substantivo
Advérbio,perto,interaction,7,0X2gkzunMt,Advérbio
Preposição+Artigo,da,interaction,8,0X2gkzunMt,Substantivo
Substantivo,menina,interaction,0,lWbo4-qfl-,Substantivo
Preposição+Artigo,da,interaction,9,0X2gkzunMt,Pontuação
Verbo Auxiliar,tenha,interaction,2,CBG8FaDuF6,Artigo
Preposição+Artigo,da,interaction,10,0X2gkzunMt,Preposição+Artigo
Verbo Auxiliar,tenha,interaction,3,CBG8FaDuF6,Verbo Auxiliar
Substantivo,praça,interaction,11,0X2gkzunMt,Substantivo
Verbo,leu,interaction,1,lWbo4-qfl-,Substantivo
Pontuação,.,interaction,12,0X2gkzunMt,Pontuação
Substantivo,livro,interaction,2,lWbo4-qfl-,Verbo
Pontuação,.,interaction,3,lWbo4-qfl-,Pontuação
Verbo,leu,interaction,4,lWbo4-qfl-,Artigo
Verbo,leu,interaction,5,lWbo4-qfl-,Artigo
Artigo,A,interaction,6,lWbo4-qfl-,Artigo
Verbo,leu,interaction,7,lWbo4-qfl-,Artigo
Artigo,um,interaction,8,lWbo4-qfl-,Substantivo
Substantivo,trabalho,interaction,4,CBG8FaDuF6,Verbo
Pontuação,!,interaction,0,tWd7qxfjt4,Pontuação
Substantivo,livro,interaction,9,lWbo4-qfl-,Verbo
Verbo,conseguido,interaction,5,CBG8FaDuF6,Verbo
Interjeição,Ei,interaction,1,tWd7qxfjt4,Verbo
Verbo,terminar,interaction,6,CBG8FaDuF6,Advérbio
Interjeição,Ei,interaction,2,tWd7qxfjt4,Advérbio
Verbo,leu,interaction,10,lWbo4-qfl-,Substantivo
Advérbio,rapidamente,interaction,0,_Nwyqb1jv8,Pontuação
Verbo,terminar,interaction,7,CBG8FaDuF6,Advérbio
Interjeição,Ei,interaction,3,tWd7qxfjt4,Artigo
Advérbio,rapidamente,interaction,1,_Nwyqb1jv8,Verbo
Interjeição,Ei,interaction,4,tWd7qxfjt4,Advérbio
Advérbio,rapidamente,interaction,2,_Nwyqb1jv8,Substantivo
Advérbio,rapidamente,interaction,3,_Nwyqb1jv8,Advérbio
Verbo,leu,interaction,11,lWbo4-qfl-,Artigo
Artigo,o,interaction,8,CBG8FaDuF6,Conjunção Subordinativa
Interjeição,Ei,interaction,5,tWd7qxfjt4,Interjeição
Pontuação,.,interaction,6,tWd7qxfjt4,Pontuação
Nome Próprio,Marcos,interaction,0,ZwICcPTWXt,Pontuação
Pontuação,.,interaction,1,ZwICcPTWXt,Pontuação
Conjunção Subordinativa,que,interaction,9,CBG8FaDuF6,Artigo
Verbo,acredito,interaction,10,CBG8FaDuF6,Advérbio
Verbo,levou,interaction,2,ZwICcPTWXt,Verbo
Advérbio,tão,interaction,11,CBG8FaDuF6,Substantivo
Advérbio,tão,interaction,12,CBG8FaDuF6,Advérbio
Substantivo,trabalho,interaction,13,CBG8FaDuF6,Conjunção Subordinativa
Substantivo,trabalho,interaction,14,CBG8FaDuF6,Adjetivo
Substantivo,flores,interaction,3,ZwICcPTWXt,Substantivo
Nome Próprio,Marcos,interaction,4,ZwICcPTWXt,Nome Próprio
Adjetivo,cansado,interaction,5,ZwICcPTWXt,Artigo
Adjetivo,cansado,interaction,6,ZwICcPTWXt,Adjetivo
Substantivo,mãe,interaction,7,ZwICcPTWXt,Substantivo
Conjunção Subordinativa,Embora,interaction,0,SuYeud1ugs,Conjunção Subordinativa
Artigo,o,interaction,1,SuYeud1ugs,Artigo
Substantivo,projeto,interaction,2,SuYeud1ugs,Substantivo
Verbo Auxiliar,tenha,interaction,3,SuYeud1ugs,Verbo Auxiliar
Verbo Auxiliar,sido,interaction,4,SuYeud1ugs,Verbo
Verbo Auxiliar,sido,interaction,5,SuYeud1ugs,Verbo
Verbo Auxiliar,sido,interaction,6,SuYeud1ugs,Verbo Auxiliar
Verbo,aprovado,interaction,7,SuYeud1ugs,Verbo
Pontuação,",",interaction,8,SuYeud1ugs,Pontuação
Pronome,muitos,interaction,9,SuYeud1ugs,Adjetivo
Pronome,muitos,interaction,10,SuYeud1ugs,Substantivo
Verbo,questionaram,interaction,11,SuYeud1ugs,Verbo
Artigo,sua,interaction,12,SuYeud1ugs,Pronome
Artigo,sua,interaction,13,SuYeud1ugs,Pronome
Substantivo,viabilidade,interaction,14,SuYeud1ugs,Substantivo
Adjetivo,econômica,interaction,15,SuYeud1ugs,Adjetivo
Artigo,sua,interaction,16,SuYeud1ugs,Pronome
Artigo,sua,interaction,17,SuYeud1ugs,Artigo
Pronome,muitos,interaction,18,SuYeud1ugs,Pronome
Pontuação,.,interaction,19,SuYeud1ugs,Pontuação
Nome Próprio,Ana,interaction,0,KsInp4YbUn,Nome Próprio
Verbo,trouxe,interaction,1,KsInp4YbUn,Verbo
Substantivo,flores,interaction,2,KsInp4YbUn,Substantivo
Preposição,para,interaction,3,KsInp4YbUn,Artigo
Preposição,para,interaction,4,KsInp4YbUn,Preposição
Artigo,a,interaction,5,KsInp4YbUn,Artigo
Substantivo,professora,interaction,6,KsInp4YbUn,Substantivo
Pontuação,.,interaction,7,KsInp4YbUn,Pontuação
Pontuação,.,interaction,0,X4Lcu1xuL8,Pontuação
Substantivo,escola,interaction,1,X4Lcu1xuL8,Substantivo
Verbo Auxiliar,Vou,interaction,2,X4Lcu1xuL8,Verbo
Verbo,esperar,interaction,3,X4Lcu1xuL8,Verbo Auxiliar
Verbo Auxiliar,Vou,interaction,4,X4Lcu1xuL8,Verbo Auxiliar
Verbo,esperar,interaction,5,X4Lcu1xuL8,Verbo
Advérbio,aqui,interaction,6,X4Lcu1xuL8,Advérbio
Conjunção Subordinativa,até,interaction,7,X4Lcu1xuL8,Conjunção Subordinativa
Conjunção Subordinativa,que,interaction,8,X4Lcu1xuL8,Conjunção Subordinativa
Pronome,você,interaction,9,X4Lcu1xuL8,Pronome
Preposição+Artigo,da,interaction,10,X4Lcu1xuL8,Preposição+Artigo
Verbo,volte,interaction,11,X4Lcu1xuL8,Verbo
Adjetivo,diferente,interaction,0,d96HGXugSs,Adjetivo
Pontuação,.,interaction,0,Jh1538yCDy,Pontuação
Artigo,O,interaction,1,Jh1538yCDy,Substantivo
Substantivo,banco,interaction,2,Jh1538yCDy,Artigo
Substantivo,banco,interaction,3,Jh1538yCDy,Substantivo
Artigo,O,interaction,4,Jh1538yCDy,Artigo
Verbo de Ligação,estava,interaction,5,Jh1538yCDy,Verbo de Ligação
Adjetivo,fechado,interaction,6,Jh1538yCDy,Adjetivo
Preposição+Artigo,no,interaction,7,Jh1538yCDy,Preposição+Artigo
Substantivo,domingo,interaction,8,Jh1538yCDy,Substantivo
Verbo,aceita,interaction,0,SDmvo13uF-,Verbo
Artigo,A,interaction,0,sG5waJDrZM,Verbo
Artigo,A,interaction,1,sG5waJDrZM,Preposição
Artigo,A,interaction,2,sG5waJDrZM,Artigo
Substantivo,mãe,interaction,3,sG5waJDrZM,Substantivo
Verbo,viu,interaction,4,sG5waJDrZM,Verbo
Artigo,o,interaction,5,sG5waJDrZM,Artigo
Substantivo,filho,interaction,6,sG5waJDrZM,Substantivo
Preposição,com,interaction,7,sG5waJDrZM,Artigo
Preposição,com,interaction,8,sG5waJDrZM,Preposição
Artigo,o,interaction,9,sG5waJDrZM,Artigo
Substantivo,binóculo,interaction,10,sG5waJDrZM,Substantivo
Pontuação,.,interaction,11,sG5waJDrZM,Pontuação
Artigo,O,interaction,0,I5bcwYHFgP,Verbo
Verbo,desenhou,interaction,1,I5bcwYHFgP,Verbo
Pontuação,.,interaction,2,I5bcwYHFgP,Pontuação
Advérbio,sinceramente,interaction,0,AhumsI88kP,Pontuação
Substantivo,retrato,interaction,3,I5bcwYHFgP,Artigo
Pontuação,.,interaction,1,AhumsI88kP,Pontuação
Substantivo,retrato,interaction,4,I5bcwYHFgP,Substantivo
Artigo,o,interaction,5,I5bcwYHFgP,Substantivo
Substantivo,carvão,interaction,6,I5bcwYHFgP,Substantivo
Substantivo,artista,interaction,7,I5bcwYHFgP,Substantivo
Verbo,feito,interaction,2,AhumsI88kP,Verbo
Preposição,com,interaction,8,I5bcwYHFgP,Preposição
Artigo,O,interaction,9,I5bcwYHFgP,Artigo
Artigo,o,interaction,10,I5bcwYHFgP,Artigo
Pontuação,",",interaction,3,AhumsI88kP,Pontuação
Verbo,acredito,interaction,4,AhumsI88kP,Verbo
Conjunção Subordinativa,que,interaction,5,AhumsI88kP,Verbo Auxiliar
Verbo,tirou,interaction,0,B8LLoPpdgq,Verbo
Pronome,você,interaction,6,AhumsI88kP,Pronome
Pronome,isso,interaction,7,AhumsI88kP,Verbo Auxiliar
Pontuação,.,interaction,1,B8LLoPpdgq,Pontuação
Substantivo,nota,interaction,2,B8LLoPpdgq,Substantivo
Substantivo,nota,interaction,3,B8LLoPpdgq,Substantivo
Verbo Auxiliar,tenha,interaction,8,AhumsI88kP,Conjunção Subordinativa
Substantivo,aluno,interaction,4,B8LLoPpdgq,Substantivo
Artigo,uma,interaction,5,B8LLoPpdgq,Adjetivo
Verbo Auxiliar,tenha,interaction,9,AhumsI88kP,Advérbio
Advérbio,Não,interaction,10,AhumsI88kP,Pronome
Artigo,uma,interaction,6,B8LLoPpdgq,Artigo
Conjunção Subordinativa,que,interaction,11,AhumsI88kP,Pronome
Adjetivo,ruim,interaction,7,B8LLoPpdgq,Artigo
Pronome,isso,interaction,12,AhumsI88kP,Verbo Auxiliar
Pronome,isso,interaction,13,AhumsI88kP,Conjunção Subordinativa
Adjetivo,ruim,interaction,8,B8LLoPpdgq,Artigo
Advérbio,sinceramente,interaction,14,AhumsI88kP,Pronome
Numeral,10,interaction,9,B8LLoPpdgq,Numeral
Advérbio,sinceramente,interaction,15,AhumsI88kP,Verbo
Advérbio,sinceramente,interaction,16,AhumsI88kP,Conjunção Subordinativa
Artigo,O,interaction,10,B8LLoPpdgq,Adjetivo
Advérbio,sinceramente,interaction,17,AhumsI88kP,Advérbio
Adjetivo,ruim,interaction,11,B8LLoPpdgq,Adjetivo
Verbo Auxiliar,tenha,interaction,18,AhumsI88kP,Advérbio
Artigo,O,interaction,12,B8LLoPpdgq,Artigo
Advérbio,Não,interaction,19,AhumsI88kP,Advérbio
Conjunção Subordinativa,que,interaction,20,AhumsI88kP,Verbo Auxiliar
Pronome,isso,interaction,21,AhumsI88kP,Verbo Auxiliar
Verbo Auxiliar,tenha,interaction,22,AhumsI88kP,Verbo Auxiliar
Conjunção Subordinativa,que,interaction,23,AhumsI88kP,Conjunção Subordinativa
Pronome,isso,interaction,24,AhumsI88kP,Pronome
Verbo,Estudar,interaction,0,eyvHbTSjJW,Verbo
Verbo,ajuda,interaction,1,eyvHbTSjJW,Artigo
Pontuação,.,interaction,2,eyvHbTSjJW,Pontuação
Verbo,alcançar,interaction,3,eyvHbTSjJW,Verbo
Verbo,tocava,interaction,0,6M31GJ6gsy,Verbo
Verbo,ajuda,interaction,4,eyvHbTSjJW,Substantivo
Substantivo,sonhos,interaction,5,eyvHbTSjJW,Substantivo
Pontuação,.,interaction,1,6M31GJ6gsy,Verbo
Artigo,os,interaction,6,eyvHbTSjJW,Conjunção Subordinativa
Verbo,estudava,interaction,2,6M31GJ6gsy,Verbo
Artigo,os,interaction,7,eyvHbTSjJW,Verbo
Verbo,ajuda,interaction,8,eyvHbTSjJW,Verbo
Conjunção Subordinativa,a,interaction,9,eyvHbTSjJW,Conjunção Subordinativa
Artigo,os,interaction,10,eyvHbTSjJW,Artigo
Pronome,ela,interaction,3,6M31GJ6gsy,Pronome
Pontuação,.,interaction,4,6M31GJ6gsy,Pontuação
Substantivo,música,interaction,5,6M31GJ6gsy,Substantivo
Advérbio,enquanto,interaction,6,6M31GJ6gsy,Advérbio
Artigo,A,interaction,7,6M31GJ6gsy,Artigo
Pronome,você,interaction,0,DYb4lm68Ms,Verbo
Interjeição,Meu,interaction,0,Wx3QkB6qqM,Pronome
Pontuação,?,interaction,1,Wx3QkB6qqM,Interjeição
Advérbio,assim,interaction,2,Wx3QkB6qqM,Pontuação
Artigo,O,interaction,0,45G1ZLuysH,Verbo
Advérbio,Ontem,interaction,0,6mbCmgUFfP,Preposição+Artigo
Pronome,Você,interaction,0,V-fG2k21-y,Pronome
Verbo,viu,interaction,1,V-fG2k21-y,Verbo
Pronome,que,interaction,2,V-fG2k21-y,Pronome
Verbo,aconteceu,interaction,3,V-fG2k21-y,Verbo
Preposição+Artigo,na,interaction,4,V-fG2k21-y,Preposição+Artigo
Substantivo,rua,interaction,5,V-fG2k21-y,Substantivo
Adjetivo,principal,interaction,6,V-fG2k21-y,Adjetivo
Advérbio,hoje,interaction,7,V-fG2k21-y,Adjetivo
Artigo,O,interaction,0,h1Sp_wxbZp,Artigo
Substantivo,diretor,interaction,1,h1Sp_wxbZp,Substantivo
Verbo,aprovou,interaction,2,h1Sp_wxbZp,Verbo
Artigo,a,interaction,3,h1Sp_wxbZp,Artigo
Substantivo,ideia,interaction,4,h1Sp_wxbZp,Substantivo
Preposição+Pronome,dela,interaction,5,h1Sp_wxbZp,Preposição+Pronome
Nome Próprio,João,interaction,0,I4QVJ-rwAj,Substantivo
Nome Próprio,João,interaction,1,I4QVJ-rwAj,Substantivo
Nome Próprio,João,interaction,2,I4QVJ-rwAj,Nome Próprio
Substantivo,provas,interaction,3,I4QVJ-rwAj,Substantivo
Advérbio,sempre,interaction,4,I4QVJ-rwAj,Advérbio
Verbo,estuda,interaction,5,I4QVJ-rwAj,Verbo
Verbo,comemoraram,interaction,0,A1kCJOQiBx,Verbo
Advérbio,antes,interaction,6,I4QVJ-rwAj,Pontuação
Advérbio,antes,interaction,7,I4QVJ-rwAj,Advérbio
Preposição+Artigo,das,interaction,8,I4QVJ-rwAj,Preposição+Artigo
Pontuação,.,interaction,9,I4QVJ-rwAj,Pontuação
Verbo,marcou,interaction,1,A1kCJOQiBx,Verbo
Conjunção Subordinativa,Quando,interaction,2,A1kCJOQiBx,Conjunção Subordinativa
Artigo,o,interaction,3,A1kCJOQiBx,Artigo
Substantivo,relógio,interaction,4,A1kCJOQiBx,Substantivo
Substantivo,meia-noite,interaction,5,A1kCJOQiBx,Substantivo
Pronome,todos,interaction,6,A1kCJOQiBx,Pronome
Pontuação,",",interaction,7,A1kCJOQiBx,Pontuação
Pontuação,.,interaction,8,A1kCJOQiBx,Pontuação
Artigo,A,interaction,0,ZwTDyZZXp6,Artigo
Pontuação,.,interaction,1,ZwTDyZZXp6,Pontuação
Verbo,caiu,interaction,2,ZwTDyZZXp6,Verbo
Preposição+Artigo,da,interaction,3,ZwTDyZZXp6,Preposição+Artigo
Substantivo,árvore,interaction,4,ZwTDyZZXp6,Substantivo
Substantivo,folha,interaction,5,ZwTDyZZXp6,Substantivo
Verbo,teremos,interaction,0,PND1NGc8JK,Verbo
Substantivo,matemática,interaction,1,PND1NGc8JK,Conjunção Subordinativa
Substantivo,matemática,interaction,2,PND1NGc8JK,Pontuação
Substantivo,matemática,interaction,3,PND1NGc8JK,Advérbio
Substantivo,matemática,interaction,4,PND1NGc8JK,Verbo
Substantivo,matemática,interaction,5,PND1NGc8JK,Substantivo
Advérbio,amanhã,interaction,6,PND1NGc8JK,Substantivo
Advérbio,amanhã,interaction,7,PND1NGc8JK,Preposição
Advérbio,amanhã,interaction,8,PND1NGc8JK,Conjunção Subordinativa
Advérbio,amanhã,interaction,9,PND1NGc8JK,Verbo
Advérbio,amanhã,interaction,10,PND1NGc8JK,Advérbio
Verbo,Será,interaction,11,PND1NGc8JK,Preposição
Verbo,Será,interaction,12,PND1NGc8JK,Conjunção Subordinativa
Verbo,Será,interaction,13,PND1NGc8JK,Verbo
Conjunção Subordinativa,que,interaction,14,PND1NGc8JK,Preposição
Conjunção Subordinativa,que,interaction,15,PND1NGc8JK,Substantivo
Conjunção Subordinativa,que,interaction,16,PND1NGc8JK,Conjunção Subordinativa
Substantivo,aula,interaction,17,PND1NGc8JK,Preposição
Substantivo,aula,interaction,18,PND1NGc8JK,Pontuação
Substantivo,aula,interaction,19,PND1NGc8JK,Substantivo
Preposição,de,interaction,20,PND1NGc8JK,Preposição
Pontuação,?,interaction,21,PND1NGc8JK,Pontuação
Nome Próprio,Chico,interaction,0,0H0FUvLv0R,Nome Próprio
Pontuação,.,interaction,1,0H0FUvLv0R,Pontuação
Verbo,foi,interaction,2,0H0FUvLv0R,Verbo
Pontuação,.,interaction,0,7WKd7YbN7b,Pontuação
Verbo,ler,interaction,1,7WKd7YbN7b,Verbo
Pontuação,.,interaction,0,NG4GPFTMh6,Pontuação
Nome Próprio,Pedro,interaction,1,NG4GPFTMh6,Nome Próprio
Verbo,viu,interaction,2,NG4GPFTMh6,Verbo
Verbo,entregou,interaction,0,cDGuYJbb9Z,Verbo
Artigo,a,interaction,1,cDGuYJbb9Z,Preposição+Artigo
Preposição+Artigo,ao,interaction,2,cDGuYJbb9Z,Preposição+Artigo
Substantivo,aluno,interaction,3,cDGuYJbb9Z,Artigo
Substantivo,prova,interaction,4,cDGuYJbb9Z,Artigo
Artigo,O,interaction,5,cDGuYJbb9Z,Artigo
Artigo,a,interaction,6,cDGuYJbb9Z,Artigo
Substantivo,professor,interaction,7,cDGuYJbb9Z,Pontuação
Substantivo,professor,interaction,8,cDGuYJbb9Z,Substantivo
Substantivo,prova,interaction,9,cDGuYJbb9Z,Substantivo
Substantivo,aluno,interaction,10,cDGuYJbb9Z,Substantivo
Pontuação,.,interaction,11,cDGuYJbb9Z,Pontuação
Preposição+Artigo,do,interaction,0,eiVe8CFyNk,Preposição+Artigo
Pronome,demais,interaction,1,eiVe8CFyNk,Verbo
Substantivo,ponto,interaction,2,eiVe8CFyNk,Pontuação
Pontuação,.,interaction,3,eiVe8CFyNk,Pontuação
Substantivo,ponto,interaction,4,eiVe8CFyNk,Pronome
Pronome,demais,interaction,5,eiVe8CFyNk,Pronome
Substantivo,vista,interaction,6,eiVe8CFyNk,Verbo
Substantivo,vista,interaction,7,eiVe8CFyNk,Artigo
Substantivo,vista,interaction,8,eiVe8CFyNk,Advérbio
Substantivo,vista,interaction,9,eiVe8CFyNk,Conjunção Subordinativa
Substantivo,vista,interaction,10,eiVe8CFyNk,Advérbio
Substantivo,vista,interaction,11,eiVe8CFyNk,Substantivo
Preposição,com,interaction,3,NG4GPFTMh6,Preposição
Verbo,conseguia,interaction,12,eiVe8CFyNk,Verbo
Verbo,convencer,interaction,13,eiVe8CFyNk,Verbo
Verbo,insistisse,interaction,14,eiVe8CFyNk,Verbo
Artigo,a,interaction,4,NG4GPFTMh6,Artigo
Artigo,os,interaction,15,eiVe8CFyNk,Conjunção Subordinativa
Artigo,a,interaction,5,NG4GPFTMh6,Artigo
Artigo,seu,interaction,16,eiVe8CFyNk,Preposição
Artigo,seu,interaction,17,eiVe8CFyNk,Pontuação
Artigo,seu,interaction,18,eiVe8CFyNk,Pronome
Artigo,seu,interaction,19,eiVe8CFyNk,Preposição
Artigo,seu,interaction,20,eiVe8CFyNk,Advérbio
Artigo,seu,interaction,21,eiVe8CFyNk,Artigo
Artigo,os,interaction,22,eiVe8CFyNk,Artigo
Preposição,de,interaction,23,eiVe8CFyNk,Advérbio
Preposição,de,interaction,24,eiVe8CFyNk,Pontuação
Preposição,de,interaction,25,eiVe8CFyNk,Preposição
Substantivo,ponto,interaction,26,eiVe8CFyNk,Substantivo
Pontuação,",",interaction,27,eiVe8CFyNk,Pontuação
Pronome,ele,interaction,28,eiVe8CFyNk,Pronome
Advérbio,não,interaction,29,eiVe8CFyNk,Advérbio
Conjunção Subordinativa,que,interaction,30,eiVe8CFyNk,Advérbio
Advérbio,mais,interaction,31,eiVe8CFyNk,Advérbio
Conjunção Subordinativa,que,interaction,32,eiVe8CFyNk,Preposição
Conjunção Subordinativa,que,interaction,33,eiVe8CFyNk,Conjunção Subordinativa
Preposição,Por,interaction,34,eiVe8CFyNk,Preposição
Pronome,Eles,interaction,0,3XDwRV1ZDz,Pronome
Verbo,correram,interaction,1,3XDwRV1ZDz,Verbo
Adjetivo,vermelha,interaction,6,NG4GPFTMh6,Adjetivo
Verbo de Ligação,estavam,interaction,2,3XDwRV1ZDz,Verbo de Ligação
Adjetivo,atrasados,interaction,3,3XDwRV1ZDz,Conjunção Subordinativa
Adjetivo,atrasados,interaction,4,3XDwRV1ZDz,Pontuação
Conjunção Subordinativa,porque,interaction,5,3XDwRV1ZDz,Conjunção Subordinativa
Adjetivo,atrasados,interaction,6,3XDwRV1ZDz,Pontuação
Adjetivo,atrasados,interaction,7,3XDwRV1ZDz,Adjetivo
Pontuação,.,interaction,8,3XDwRV1ZDz,Pontuação
Substantivo,mulher,interaction,7,NG4GPFTMh6,Substantivo
Substantivo,bolsa,interaction,8,NG4GPFTMh6,Substantivo
Verbo Auxiliar,tenha,interaction,0,Cfb-p8b_hO,Verbo Auxiliar
Pontuação,.,interaction,1,Cfb-p8b_hO,Pontuação
Artigo,sua,interaction,2,Cfb-p8b_hO,Conjunção Subordinativa
Artigo,o,interaction,3,Cfb-p8b_hO,Substantivo
Artigo,o,interaction,4,Cfb-p8b_hO,Substantivo
Pontuação,",",interaction,5,Cfb-p8b_hO,Pontuação
Verbo,questionaram,interaction,6,Cfb-p8b_hO,Verbo
Substantivo,projeto,interaction,7,Cfb-p8b_hO,Substantivo
Substantivo,viabilidade,interaction,8,Cfb-p8b_hO,Substantivo
Adjetivo,econômica,interaction,9,Cfb-p8b_hO,Pronome
Artigo,A,interaction,0,0fFhqEGCle,Artigo
Artigo,o,interaction,10,Cfb-p8b_hO,Verbo Auxiliar
Artigo,o,interaction,11,Cfb-p8b_hO,Adjetivo
Verbo Auxiliar,sido,interaction,12,Cfb-p8b_hO,Adjetivo
Substantivo,música,interaction,1,0fFhqEGCle,Advérbio
Substantivo,música,interaction,2,0fFhqEGCle,Substantivo
Verbo,tocava,interaction,3,0fFhqEGCle,Verbo
Pronome,muitos,interaction,13,Cfb-p8b_hO,Adjetivo
Advérbio,enquanto,interaction,4,0fFhqEGCle,Advérbio
Pronome,ela,interaction,5,0fFhqEGCle,Pronome
Verbo,estudava,interaction,6,0fFhqEGCle,Verbo
Pontuação,.,interaction,7,0fFhqEGCle,Pontuação
Artigo,o,interaction,14,Cfb-p8b_hO,Artigo
Artigo,sua,interaction,15,Cfb-p8b_hO,Artigo
Adjetivo,econômica,interaction,16,Cfb-p8b_hO,Conjunção Subordinativa
Adjetivo,econômica,interaction,17,Cfb-p8b_hO,Pronome
Adjetivo,econômica,interaction,18,Cfb-p8b_hO,Adjetivo
Pronome,muitos,interaction,19,Cfb-p8b_hO,Verbo
Conjunção Subordinativa,Embora,interaction,20,Cfb-p8b_hO,Verbo
Verbo,aprovado,interaction,21,Cfb-p8b_hO,Verbo
Verbo Auxiliar,sido,interaction,22,Cfb-p8b_hO,Verbo Auxiliar
Conjunção Subordinativa,Embora,interaction,23,Cfb-p8b_hO,Pronome
Conjunção Subordinativa,Embora,interaction,24,Cfb-p8b_hO,Conjunção Subordinativa
Pronome,muitos,interaction,25,Cfb-p8b_hO,Pronome
Nome Próprio,Maria,interaction,0,oVMhm-SFPW,Nome Próprio
Verbo,foi,interaction,1,oVMhm-SFPW,Verbo
Preposição+Artigo,à,interaction,2,oVMhm-SFPW,Preposição+Artigo
Substantivo,escola,interaction,3,oVMhm-SFPW,Substantivo
Preposição,com,interaction,4,oVMhm-SFPW,Preposição
Nome Próprio,João,interaction,5,oVMhm-SFPW,Nome Próprio
Pontuação,.,interaction,6,oVMhm-SFPW,Pontuação
Substantivo,artigo,interaction,0,snM0D4iH6o,Artigo
Preposição+Artigo,pelos,interaction,1,snM0D4iH6o,Preposição+Artigo
Substantivo,pesquisadores,interaction,2,snM0D4iH6o,Preposição+Artigo
Conjunção Subordinativa,Embora,interaction,0,cTzGqLtN0v,Verbo
Verbo de Ligação,estivesse,interaction,1,cTzGqLtN0v,Verbo
Adjetivo,cansada,interaction,2,cTzGqLtN0v,Verbo
Pontuação,",",interaction,3,cTzGqLtN0v,Verbo
Nome Próprio,Ana,interaction,4,cTzGqLtN0v,Verbo
Verbo,continuou,interaction,5,cTzGqLtN0v,Verbo
Conjunção Subordinativa,Embora,interaction,6,cTzGqLtN0v,Advérbio
Conjunção Subordinativa,Embora,interaction,7,cTzGqLtN0v,Verbo
Conjunção Subordinativa,Embora,interaction,8,cTzGqLtN0v,Adjetivo
Conjunção Subordinativa,Embora,interaction,9,cTzGqLtN0v,Conjunção Subordinativa
Verbo de Ligação,estivesse,interaction,10,cTzGqLtN0v,Advérbio
Verbo de Ligação,estivesse,interaction,11,cTzGqLtN0v,Verbo
Verbo de Ligação,estivesse,interaction,12,cTzGqLtN0v,Adjetivo
Verbo de Ligação,estivesse,interaction,13,cTzGqLtN0v,Pontuação
Verbo de Ligação,estivesse,interaction,14,cTzGqLtN0v,Preposição
Verbo de Ligação,estivesse,interaction,15,cTzGqLtN0v,Verbo de Ligação
Adjetivo,cansada,interaction,16,cTzGqLtN0v,Pontuação
Pontuação,",",interaction,17,cTzGqLtN0v,Pontuação
Nome Próprio,Ana,interaction,18,cTzGqLtN0v,Nome Próprio
Adjetivo,cansada,interaction,19,cTzGqLtN0v,Advérbio
